"Plot Title: MM2SM"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20645949, SEN S/N: 20683999, LBL: 10 cm)","Water Content, m³/m³ (LGR S/N: 20645949, SEN S/N: 20684001, LBL: 30 cm)","Water Content, m³/m³ (LGR S/N: 20645949, SEN S/N: 20684008, LBL: 75)"
1096,10/02/21 12:00:01 PM,0.1085,0.2052,0.2542
1097,10/02/21 12:30:01 PM,0.1091,0.2052,0.2546
1098,10/02/21 01:00:01 PM,0.1101,0.2056,0.2542
1099,10/02/21 01:30:01 PM,0.1107,0.2052,0.2546
1100,10/02/21 02:00:01 PM,0.1112,0.2052,0.2542
1101,10/02/21 02:30:01 PM,0.1117,0.2052,0.2546
1102,10/02/21 03:00:01 PM,0.1122,0.2052,0.2542
1103,10/02/21 03:30:01 PM,0.1128,0.2056,0.2542
1104,10/02/21 04:00:01 PM,0.1128,0.2052,0.2542
1105,10/02/21 04:30:01 PM,0.1133,0.2056,0.2546
1106,10/02/21 05:00:01 PM,0.1133,0.2056,0.2542
1107,10/02/21 05:30:01 PM,0.1133,0.2056,0.2542
1108,10/02/21 06:00:01 PM,0.1133,0.2056,0.2542
1109,10/02/21 06:30:01 PM,0.1128,0.2052,0.2538
1110,10/02/21 07:00:01 PM,0.1122,0.2056,0.2538
1111,10/02/21 07:30:01 PM,0.1122,0.2056,0.2538
1112,10/02/21 08:00:01 PM,0.1117,0.2056,0.2538
1113,10/02/21 08:30:01 PM,0.1112,0.2056,0.2538
1114,10/02/21 09:00:01 PM,0.1107,0.2056,0.2538
1115,10/02/21 09:30:01 PM,0.1107,0.2052,0.2538
1116,10/02/21 10:00:01 PM,0.1101,0.2052,0.2538
1117,10/02/21 10:30:01 PM,0.1096,0.2056,0.2538
1118,10/02/21 11:00:01 PM,0.1096,0.2056,0.2538
1119,10/02/21 11:30:01 PM,0.1091,0.2052,0.2538
1120,10/03/21 12:00:01 AM,0.1091,0.2056,0.2538
1121,10/03/21 12:30:01 AM,0.1085,0.2056,0.2538
1122,10/03/21 01:00:01 AM,0.1085,0.2056,0.2538
1123,10/03/21 01:30:01 AM,0.1080,0.2052,0.2538
1124,10/03/21 02:00:01 AM,0.1080,0.2052,0.2534
1125,10/03/21 02:30:01 AM,0.1075,0.2052,0.2538
1126,10/03/21 03:00:01 AM,0.1075,0.2052,0.2538
1127,10/03/21 03:30:01 AM,0.1075,0.2052,0.2538
1128,10/03/21 04:00:01 AM,0.1075,0.2052,0.2538
1129,10/03/21 04:30:01 AM,0.1069,0.2052,0.2538
1130,10/03/21 05:00:01 AM,0.1069,0.2052,0.2538
1131,10/03/21 05:30:01 AM,0.1069,0.2052,0.2534
1132,10/03/21 06:00:01 AM,0.1069,0.2052,0.2538
1133,10/03/21 06:30:01 AM,0.1064,0.2052,0.2534
1134,10/03/21 07:00:01 AM,0.1064,0.2052,0.2538
1135,10/03/21 07:30:01 AM,0.1064,0.2052,0.2538
1136,10/03/21 08:00:01 AM,0.1064,0.2052,0.2538
1137,10/03/21 08:30:01 AM,0.1064,0.2052,0.2538
1138,10/03/21 09:00:01 AM,0.1064,0.2052,0.2538
1139,10/03/21 09:30:01 AM,0.1064,0.2052,0.2542
1140,10/03/21 10:00:01 AM,0.1069,0.2052,0.2538
1141,10/03/21 10:30:01 AM,0.1075,0.2052,0.2542
1142,10/03/21 11:00:01 AM,0.1075,0.2052,0.2542
1143,10/03/21 11:30:01 AM,0.1080,0.2052,0.2542
1144,10/03/21 12:00:01 PM,0.1085,0.2056,0.2542
1145,10/03/21 12:30:01 PM,0.1096,0.2052,0.2542
1146,10/03/21 01:00:01 PM,0.1101,0.2056,0.2542
1147,10/03/21 01:30:01 PM,0.1101,0.2056,0.2542
1148,10/03/21 02:00:01 PM,0.1107,0.2052,0.2542
1149,10/03/21 02:30:01 PM,0.1112,0.2056,0.2542
1150,10/03/21 03:00:01 PM,0.1117,0.2052,0.2542
1151,10/03/21 03:30:01 PM,0.1122,0.2056,0.2542
1152,10/03/21 04:00:01 PM,0.1122,0.2056,0.2542
1153,10/03/21 04:30:01 PM,0.1122,0.2056,0.2542
1154,10/03/21 05:00:01 PM,0.1122,0.2056,0.2546
1155,10/03/21 05:30:01 PM,0.1122,0.2056,0.2542
1156,10/03/21 06:00:01 PM,0.1122,0.2056,0.2538
1157,10/03/21 06:30:01 PM,0.1117,0.2056,0.2542
1158,10/03/21 07:00:01 PM,0.1112,0.2056,0.2538
1159,10/03/21 07:30:01 PM,0.1107,0.2056,0.2538
1160,10/03/21 08:00:01 PM,0.1107,0.2056,0.2538
1161,10/03/21 08:30:01 PM,0.1101,0.2056,0.2538
1162,10/03/21 09:00:01 PM,0.1096,0.2056,0.2538
1163,10/03/21 09:30:01 PM,0.1091,0.2056,0.2538
1164,10/03/21 10:00:01 PM,0.1091,0.2056,0.2538
1165,10/03/21 10:30:01 PM,0.1085,0.2052,0.2538
1166,10/03/21 11:00:01 PM,0.1080,0.2056,0.2538
1167,10/03/21 11:30:01 PM,0.1080,0.2056,0.2538
1168,10/04/21 12:00:01 AM,0.1075,0.2052,0.2538
1169,10/04/21 12:30:01 AM,0.1075,0.2056,0.2538
1170,10/04/21 01:00:01 AM,0.1069,0.2056,0.2538
1171,10/04/21 01:30:01 AM,0.1069,0.2056,0.2538
1172,10/04/21 02:00:01 AM,0.1069,0.2052,0.2538
1173,10/04/21 02:30:01 AM,0.1064,0.2052,0.2538
1174,10/04/21 03:00:01 AM,0.1064,0.2052,0.2538
1175,10/04/21 03:30:01 AM,0.1064,0.2052,0.2538
1176,10/04/21 04:00:01 AM,0.1058,0.2052,0.2538
1177,10/04/21 04:30:01 AM,0.1058,0.2052,0.2538
1178,10/04/21 05:00:01 AM,0.1058,0.2052,0.2534
1179,10/04/21 05:30:01 AM,0.1053,0.2052,0.2538
1180,10/04/21 06:00:01 AM,0.1053,0.2052,0.2538
1181,10/04/21 06:30:01 AM,0.1053,0.2052,0.2538
1182,10/04/21 07:00:01 AM,0.1053,0.2052,0.2538
1183,10/04/21 07:30:01 AM,0.1053,0.2052,0.2538
1184,10/04/21 08:00:01 AM,0.1053,0.2052,0.2538
1185,10/04/21 08:30:01 AM,0.1053,0.2052,0.2538
1186,10/04/21 09:00:01 AM,0.1053,0.2052,0.2538
1187,10/04/21 09:30:01 AM,0.1053,0.2052,0.2542
1188,10/04/21 10:00:01 AM,0.1058,0.2052,0.2542
1189,10/04/21 10:30:01 AM,0.1064,0.2052,0.2542
1190,10/04/21 11:00:01 AM,0.1069,0.2056,0.2542
1191,10/04/21 11:30:01 AM,0.1075,0.2052,0.2542
1192,10/04/21 12:00:01 PM,0.1080,0.2052,0.2542
1193,10/04/21 12:30:01 PM,0.1085,0.2056,0.2546
1194,10/04/21 01:00:01 PM,0.1085,0.2052,0.2546
1195,10/04/21 01:30:01 PM,0.1096,0.2056,0.2546
1196,10/04/21 02:00:01 PM,0.1101,0.2052,0.2546
1197,10/04/21 02:30:01 PM,0.1101,0.2056,0.2546
1198,10/04/21 03:00:01 PM,0.1107,0.2056,0.2542
1199,10/04/21 03:30:01 PM,0.1107,0.2056,0.2546
1200,10/04/21 04:00:01 PM,0.1112,0.2056,0.2542
1201,10/04/21 04:30:01 PM,0.1112,0.2056,0.2542
1202,10/04/21 05:00:01 PM,0.1112,0.2056,0.2542
1203,10/04/21 05:30:01 PM,0.1112,0.2056,0.2542
1204,10/04/21 06:00:01 PM,0.1107,0.2056,0.2542
1205,10/04/21 06:30:01 PM,0.1107,0.2056,0.2542
1206,10/04/21 07:00:01 PM,0.1101,0.2056,0.2538
1207,10/04/21 07:30:01 PM,0.1096,0.2056,0.2538
1208,10/04/21 08:00:01 PM,0.1091,0.2056,0.2538
1209,10/04/21 08:30:01 PM,0.1085,0.2056,0.2538
1210,10/04/21 09:00:01 PM,0.1080,0.2056,0.2538
1211,10/04/21 09:30:01 PM,0.1080,0.2056,0.2538
1212,10/04/21 10:00:01 PM,0.1075,0.2056,0.2538
1213,10/04/21 10:30:01 PM,0.1069,0.2056,0.2538
1214,10/04/21 11:00:01 PM,0.1069,0.2056,0.2538
1215,10/04/21 11:30:01 PM,0.1064,0.2056,0.2538
1216,10/05/21 12:00:01 AM,0.1064,0.2056,0.2538
1217,10/05/21 12:30:01 AM,0.1058,0.2056,0.2538
1218,10/05/21 01:00:01 AM,0.1058,0.2056,0.2538
1219,10/05/21 01:30:01 AM,0.1058,0.2056,0.2538
1220,10/05/21 02:00:01 AM,0.1053,0.2056,0.2538
1221,10/05/21 02:30:01 AM,0.1053,0.2056,0.2538
1222,10/05/21 03:00:01 AM,0.1053,0.2056,0.2538
1223,10/05/21 03:30:01 AM,0.1047,0.2056,0.2538
1224,10/05/21 04:00:01 AM,0.1047,0.2056,0.2538
1225,10/05/21 04:30:01 AM,0.1047,0.2056,0.2538
1226,10/05/21 05:00:01 AM,0.1042,0.2052,0.2538
1227,10/05/21 05:30:01 AM,0.1042,0.2056,0.2538
1228,10/05/21 06:00:01 AM,0.1042,0.2056,0.2538
1229,10/05/21 06:30:01 AM,0.1042,0.2056,0.2538
1230,10/05/21 07:00:01 AM,0.1042,0.2052,0.2538
1231,10/05/21 07:30:01 AM,0.1036,0.2052,0.2538
1232,10/05/21 08:00:01 AM,0.1036,0.2052,0.2538
1233,10/05/21 08:30:01 AM,0.1036,0.2056,0.2538
1234,10/05/21 09:00:01 AM,0.1042,0.2056,0.2538
1235,10/05/21 09:30:01 AM,0.1042,0.2056,0.2538
1236,10/05/21 10:00:01 AM,0.1047,0.2056,0.2542
1237,10/05/21 10:30:01 AM,0.1047,0.2056,0.2542
1238,10/05/21 11:00:01 AM,0.1053,0.2056,0.2542
1239,10/05/21 11:30:01 AM,0.1058,0.2056,0.2542
1240,10/05/21 12:00:01 PM,0.1064,0.2052,0.2542
1241,10/05/21 12:30:01 PM,0.1069,0.2056,0.2542
1242,10/05/21 01:00:01 PM,0.1069,0.2056,0.2542
1243,10/05/21 01:30:01 PM,0.1075,0.2056,0.2542
1244,10/05/21 02:00:01 PM,0.1075,0.2056,0.2542
1245,10/05/21 02:30:01 PM,0.1080,0.2056,0.2542
1246,10/05/21 03:00:01 PM,0.1080,0.2061,0.2542
1247,10/05/21 03:30:01 PM,0.1080,0.2056,0.2542
1248,10/05/21 04:00:01 PM,0.1080,0.2056,0.2542
1249,10/05/21 04:30:01 PM,0.1080,0.2056,0.2542
1250,10/05/21 05:00:01 PM,0.1080,0.2056,0.2542
1251,10/05/21 05:30:01 PM,0.1080,0.2056,0.2542
1252,10/05/21 06:00:01 PM,0.1080,0.2056,0.2542
1253,10/05/21 06:30:01 PM,0.1075,0.2056,0.2538
1254,10/05/21 07:00:01 PM,0.1075,0.2056,0.2538
1255,10/05/21 07:30:01 PM,0.1069,0.2061,0.2538
1256,10/05/21 08:00:01 PM,0.1064,0.2056,0.2538
1257,10/05/21 08:30:01 PM,0.1058,0.2056,0.2538
1258,10/05/21 09:00:01 PM,0.1058,0.2056,0.2538
1259,10/05/21 09:30:01 PM,0.1053,0.2056,0.2538
1260,10/05/21 10:00:01 PM,0.1053,0.2056,0.2538
1261,10/05/21 10:30:01 PM,0.1047,0.2056,0.2538
1262,10/05/21 11:00:01 PM,0.1047,0.2056,0.2534
1263,10/05/21 11:30:01 PM,0.1042,0.2056,0.2538
1264,10/06/21 12:00:01 AM,0.1042,0.2056,0.2538
1265,10/06/21 12:30:01 AM,0.1036,0.2056,0.2538
1266,10/06/21 01:00:01 AM,0.1036,0.2056,0.2534
1267,10/06/21 01:30:01 AM,0.1036,0.2056,0.2534
1268,10/06/21 02:00:01 AM,0.1031,0.2056,0.2538
1269,10/06/21 02:30:01 AM,0.1031,0.2056,0.2538
1270,10/06/21 03:00:01 AM,0.1031,0.2056,0.2534
1271,10/06/21 03:30:01 AM,0.1025,0.2056,0.2534
1272,10/06/21 04:00:01 AM,0.1025,0.2056,0.2534
1273,10/06/21 04:30:01 AM,0.1025,0.2052,0.2538
1274,10/06/21 05:00:01 AM,0.1020,0.2052,0.2534
1275,10/06/21 05:30:01 AM,0.1020,0.2052,0.2534
1276,10/06/21 06:00:01 AM,0.1020,0.2052,0.2534
1277,10/06/21 06:30:01 AM,0.1020,0.2052,0.2538
1278,10/06/21 07:00:01 AM,0.1020,0.2052,0.2538
1279,10/06/21 07:30:01 AM,0.1020,0.2052,0.2538
1280,10/06/21 08:00:01 AM,0.1020,0.2052,0.2538
1281,10/06/21 08:30:01 AM,0.1020,0.2056,0.2538
1282,10/06/21 09:00:01 AM,0.1025,0.2056,0.2538
1283,10/06/21 09:30:01 AM,0.1025,0.2052,0.2538
1284,10/06/21 10:00:01 AM,0.1025,0.2052,0.2538
1285,10/06/21 10:30:01 AM,0.1031,0.2052,0.2538
1286,10/06/21 11:00:01 AM,0.1031,0.2052,0.2538
1287,10/06/21 11:30:01 AM,0.1031,0.2056,0.2538
1288,10/06/21 12:00:01 PM,0.1036,0.2052,0.2542
1289,10/06/21 12:30:01 PM,0.1036,0.2052,0.2538
1290,10/06/21 01:00:01 PM,0.1036,0.2052,0.2538
1291,10/06/21 01:30:01 PM,0.1042,0.2056,0.2538
1292,10/06/21 02:00:01 PM,0.1042,0.2056,0.2538
1293,10/06/21 02:30:01 PM,0.1042,0.2052,0.2538
1294,10/06/21 03:00:01 PM,0.1047,0.2052,0.2542
1295,10/06/21 03:30:01 PM,0.1047,0.2056,0.2538
1296,10/06/21 04:00:01 PM,0.1047,0.2052,0.2538
1297,10/06/21 04:30:01 PM,0.1053,0.2052,0.2538
1298,10/06/21 05:00:01 PM,0.1053,0.2052,0.2538
1299,10/06/21 05:30:01 PM,0.1053,0.2052,0.2538
1300,10/06/21 06:00:01 PM,0.1047,0.2052,0.2538
1301,10/06/21 06:30:01 PM,0.1047,0.2056,0.2538
1302,10/06/21 07:00:01 PM,0.1042,0.2052,0.2538
1303,10/06/21 07:30:01 PM,0.1042,0.2056,0.2538
1304,10/06/21 08:00:01 PM,0.1042,0.2052,0.2538
1305,10/06/21 08:30:01 PM,0.1042,0.2056,0.2538
1306,10/06/21 09:00:01 PM,0.1036,0.2056,0.2538
1307,10/06/21 09:30:01 PM,0.1036,0.2056,0.2538
1308,10/06/21 10:00:01 PM,0.1036,0.2056,0.2538
1309,10/06/21 10:30:01 PM,0.1031,0.2056,0.2538
1310,10/06/21 11:00:01 PM,0.1031,0.2056,0.2538
1311,10/06/21 11:30:01 PM,0.1031,0.2056,0.2538
1312,10/07/21 12:00:01 AM,0.1031,0.2056,0.2538
1313,10/07/21 12:30:01 AM,0.1031,0.2056,0.2538
1314,10/07/21 01:00:01 AM,0.1031,0.2056,0.2538
1315,10/07/21 01:30:01 AM,0.1025,0.2056,0.2538
1316,10/07/21 02:00:01 AM,0.1025,0.2056,0.2538
1317,10/07/21 02:30:01 AM,0.1025,0.2056,0.2538
1318,10/07/21 03:00:01 AM,0.1025,0.2056,0.2538
1319,10/07/21 03:30:01 AM,0.1025,0.2056,0.2538
1320,10/07/21 04:00:01 AM,0.1025,0.2056,0.2538
1321,10/07/21 04:30:01 AM,0.1020,0.2056,0.2538
1322,10/07/21 05:00:01 AM,0.1020,0.2056,0.2538
1323,10/07/21 05:30:01 AM,0.1020,0.2056,0.2538
1324,10/07/21 06:00:01 AM,0.1020,0.2056,0.2538
1325,10/07/21 06:30:01 AM,0.1020,0.2056,0.2538
1326,10/07/21 07:00:01 AM,0.1014,0.2056,0.2538
1327,10/07/21 07:30:01 AM,0.1014,0.2056,0.2534
1328,10/07/21 08:00:01 AM,0.1014,0.2056,0.2538
1329,10/07/21 08:30:01 AM,0.1014,0.2056,0.2538
1330,10/07/21 09:00:01 AM,0.1014,0.2056,0.2538
1331,10/07/21 09:30:01 AM,0.1020,0.2056,0.2538
1332,10/07/21 10:00:01 AM,0.1020,0.2061,0.2538
1333,10/07/21 10:30:01 AM,0.1020,0.2056,0.2538
1334,10/07/21 11:00:01 AM,0.1025,0.2056,0.2538
1335,10/07/21 11:30:01 AM,0.1025,0.2056,0.2538
1336,10/07/21 12:00:01 PM,0.1025,0.2056,0.2538
1337,10/07/21 12:30:01 PM,0.1031,0.2056,0.2538
1338,10/07/21 01:00:01 PM,0.1031,0.2052,0.2538
1339,10/07/21 01:30:01 PM,0.1036,0.2056,0.2538
1340,10/07/21 02:00:01 PM,0.1036,0.2056,0.2542
1341,10/07/21 02:30:01 PM,0.1036,0.2056,0.2538
1342,10/07/21 03:00:01 PM,0.1036,0.2056,0.2538
1343,10/07/21 03:30:01 PM,0.1036,0.2061,0.2542
1344,10/07/21 04:00:01 PM,0.1036,0.2056,0.2538
1345,10/07/21 04:30:01 PM,0.1042,0.2056,0.2538
1346,10/07/21 05:00:01 PM,0.1036,0.2056,0.2538
1347,10/07/21 05:30:01 PM,0.1036,0.2056,0.2538
1348,10/07/21 06:00:01 PM,0.1036,0.2056,0.2538
1349,10/07/21 06:30:01 PM,0.1036,0.2056,0.2538
1350,10/07/21 07:00:01 PM,0.1036,0.2056,0.2538
1351,10/07/21 07:30:01 PM,0.1031,0.2056,0.2538
1352,10/07/21 08:00:01 PM,0.1031,0.2056,0.2538
1353,10/07/21 08:30:01 PM,0.1031,0.2056,0.2538
1354,10/07/21 09:00:01 PM,0.1031,0.2056,0.2538
1355,10/07/21 09:30:01 PM,0.1025,0.2056,0.2538
1356,10/07/21 10:00:01 PM,0.1025,0.2056,0.2538
1357,10/07/21 10:30:01 PM,0.1025,0.2056,0.2538
1358,10/07/21 11:00:01 PM,0.1025,0.2056,0.2538
1359,10/07/21 11:30:01 PM,0.1020,0.2056,0.2538
1360,10/08/21 12:00:01 AM,0.1020,0.2056,0.2538
1361,10/08/21 12:30:01 AM,0.1020,0.2056,0.2538
1362,10/08/21 01:00:01 AM,0.1020,0.2056,0.2538
1363,10/08/21 01:30:01 AM,0.1020,0.2056,0.2538
1364,10/08/21 02:00:01 AM,0.1020,0.2056,0.2538
1365,10/08/21 02:30:01 AM,0.1020,0.2056,0.2538
1366,10/08/21 03:00:01 AM,0.1014,0.2056,0.2538
1367,10/08/21 03:30:01 AM,0.1014,0.2056,0.2538
1368,10/08/21 04:00:01 AM,0.1014,0.2056,0.2534
1369,10/08/21 04:30:01 AM,0.1014,0.2056,0.2538
1370,10/08/21 05:00:01 AM,0.1014,0.2056,0.2538
1371,10/08/21 05:30:01 AM,0.1009,0.2056,0.2538
1372,10/08/21 06:00:01 AM,0.1014,0.2056,0.2534
1373,10/08/21 06:30:01 AM,0.1009,0.2056,0.2534
1374,10/08/21 07:00:01 AM,0.1009,0.2052,0.2534
1375,10/08/21 07:30:01 AM,0.1009,0.2056,0.2534
1376,10/08/21 08:00:01 AM,0.1003,0.2052,0.2534
1377,10/08/21 08:30:01 AM,0.1003,0.2052,0.2534
1378,10/08/21 09:00:01 AM,0.1009,0.2052,0.2538
1379,10/08/21 09:30:01 AM,0.1009,0.2052,0.2538
1380,10/08/21 10:00:01 AM,0.1009,0.2056,0.2538
1381,10/08/21 10:30:01 AM,0.1014,0.2056,0.2538
1382,10/08/21 11:00:01 AM,0.1014,0.2056,0.2538
1383,10/08/21 11:30:01 AM,0.1020,0.2056,0.2538
1384,10/08/21 12:00:01 PM,0.1025,0.2056,0.2538
1385,10/08/21 12:30:01 PM,0.1031,0.2056,0.2538
1386,10/08/21 01:00:01 PM,0.1036,0.2056,0.2538
1387,10/08/21 01:30:01 PM,0.1036,0.2056,0.2538
1388,10/08/21 02:00:01 PM,0.1042,0.2056,0.2538
1389,10/08/21 02:30:01 PM,0.1047,0.2056,0.2538
1390,10/08/21 03:00:01 PM,0.1047,0.2056,0.2538
1391,10/08/21 03:30:01 PM,0.1053,0.2056,0.2538
1392,10/08/21 04:00:01 PM,0.1053,0.2056,0.2538
1393,10/08/21 04:30:01 PM,0.1053,0.2056,0.2538
1394,10/08/21 05:00:01 PM,0.1053,0.2056,0.2538
1395,10/08/21 05:30:01 PM,0.1053,0.2056,0.2538
1396,10/08/21 06:00:01 PM,0.1053,0.2056,0.2534
1397,10/08/21 06:30:01 PM,0.1047,0.2056,0.2538
1398,10/08/21 07:00:01 PM,0.1042,0.2056,0.2538
1399,10/08/21 07:30:01 PM,0.1042,0.2056,0.2534
1400,10/08/21 08:00:01 PM,0.1036,0.2056,0.2534
1401,10/08/21 08:30:01 PM,0.1036,0.2056,0.2538
1402,10/08/21 09:00:01 PM,0.1031,0.2056,0.2534
1403,10/08/21 09:30:01 PM,0.1031,0.2056,0.2534
1404,10/08/21 10:00:01 PM,0.1025,0.2056,0.2534
1405,10/08/21 10:30:01 PM,0.1025,0.2056,0.2534
1406,10/08/21 11:00:01 PM,0.1020,0.2056,0.2534
1407,10/08/21 11:30:01 PM,0.1020,0.2056,0.2534
1408,10/09/21 12:00:01 AM,0.1020,0.2056,0.2534
1409,10/09/21 12:30:01 AM,0.1014,0.2056,0.2534
1410,10/09/21 01:00:01 AM,0.1014,0.2056,0.2534
1411,10/09/21 01:30:01 AM,0.1014,0.2056,0.2534
1412,10/09/21 02:00:01 AM,0.1014,0.2052,0.2534
1413,10/09/21 02:30:01 AM,0.1009,0.2056,0.2534
1414,10/09/21 03:00:01 AM,0.1009,0.2052,0.2534
1415,10/09/21 03:30:01 AM,0.1009,0.2056,0.2534
1416,10/09/21 04:00:01 AM,0.1009,0.2052,0.2534
1417,10/09/21 04:30:01 AM,0.1009,0.2056,0.2534
1418,10/09/21 05:00:01 AM,0.1009,0.2052,0.2534
1419,10/09/21 05:30:01 AM,0.1009,0.2052,0.2534
1420,10/09/21 06:00:01 AM,0.1003,0.2052,0.2534
1421,10/09/21 06:30:01 AM,0.1003,0.2052,0.2534
1422,10/09/21 07:00:01 AM,0.1003,0.2052,0.2534
1423,10/09/21 07:30:01 AM,0.1003,0.2052,0.2534
1424,10/09/21 08:00:01 AM,0.1003,0.2052,0.2534
1425,10/09/21 08:30:01 AM,0.1003,0.2052,0.2534
1426,10/09/21 09:00:01 AM,0.1009,0.2056,0.2538
1427,10/09/21 09:30:01 AM,0.1009,0.2052,0.2538
1428,10/09/21 10:00:01 AM,0.1009,0.2052,0.2538
1429,10/09/21 10:30:01 AM,0.1014,0.2056,0.2538
1430,10/09/21 11:00:01 AM,0.1020,0.2052,0.2538
1431,10/09/21 11:30:01 AM,0.1025,0.2056,0.2538
1432,10/09/21 12:00:01 PM,0.1031,0.2056,0.2538
1433,10/09/21 12:30:01 PM,0.1036,0.2056,0.2538
1434,10/09/21 01:00:01 PM,0.1042,0.2056,0.2538
1435,10/09/21 01:30:01 PM,0.1047,0.2056,0.2538
1436,10/09/21 02:00:01 PM,0.1053,0.2056,0.2538
1437,10/09/21 02:30:01 PM,0.1058,0.2056,0.2538
1438,10/09/21 03:00:01 PM,0.1064,0.2056,0.2538
1439,10/09/21 03:30:01 PM,0.1064,0.2056,0.2538
1440,10/09/21 04:00:01 PM,0.1069,0.2056,0.2538
1441,10/09/21 04:30:01 PM,0.1069,0.2056,0.2538
1442,10/09/21 05:00:01 PM,0.1075,0.2056,0.2538
1443,10/09/21 05:30:01 PM,0.1069,0.2061,0.2538
1444,10/09/21 06:00:01 PM,0.1069,0.2056,0.2538
1445,10/09/21 06:30:01 PM,0.1069,0.2056,0.2538
1446,10/09/21 07:00:01 PM,0.1064,0.2056,0.2538
1447,10/09/21 07:30:01 PM,0.1058,0.2056,0.2538
1448,10/09/21 08:00:01 PM,0.1058,0.2056,0.2534
1449,10/09/21 08:30:01 PM,0.1053,0.2056,0.2534
1450,10/09/21 09:00:01 PM,0.1053,0.2056,0.2534
1451,10/09/21 09:30:01 PM,0.1047,0.2056,0.2534
1452,10/09/21 10:00:01 PM,0.1042,0.2056,0.2534
1453,10/09/21 10:30:01 PM,0.1042,0.2056,0.2534
1454,10/09/21 11:00:01 PM,0.1042,0.2056,0.2534
1455,10/09/21 11:30:01 PM,0.1036,0.2056,0.2534
1456,10/10/21 12:00:01 AM,0.1036,0.2056,0.2534
1457,10/10/21 12:30:01 AM,0.1031,0.2056,0.2534
1458,10/10/21 01:00:01 AM,0.1031,0.2056,0.2534
1459,10/10/21 01:30:01 AM,0.1025,0.2056,0.2534
1460,10/10/21 02:00:01 AM,0.1025,0.2056,0.2534
1461,10/10/21 02:30:01 AM,0.1025,0.2056,0.2534
1462,10/10/21 03:00:01 AM,0.1025,0.2056,0.2534
1463,10/10/21 03:30:01 AM,0.1020,0.2052,0.2534
1464,10/10/21 04:00:01 AM,0.1020,0.2052,0.2534
1465,10/10/21 04:30:01 AM,0.1020,0.2052,0.2534
1466,10/10/21 05:00:01 AM,0.1020,0.2052,0.2534
1467,10/10/21 05:30:01 AM,0.1014,0.2056,0.2534
1468,10/10/21 06:00:01 AM,0.1014,0.2052,0.2532
1469,10/10/21 06:30:01 AM,0.1014,0.2052,0.2534
1470,10/10/21 07:00:01 AM,0.1014,0.2052,0.2534
1471,10/10/21 07:30:01 AM,0.1014,0.2052,0.2534
1472,10/10/21 08:00:01 AM,0.1014,0.2052,0.2534
1473,10/10/21 08:30:01 AM,0.1014,0.2056,0.2534
1474,10/10/21 09:00:01 AM,0.1020,0.2052,0.2538
1475,10/10/21 09:30:01 AM,0.1020,0.2052,0.2538
1476,10/10/21 10:00:01 AM,0.1025,0.2052,0.2538
1477,10/10/21 10:30:01 AM,0.1025,0.2056,0.2538
1478,10/10/21 11:00:01 AM,0.1031,0.2056,0.2538
1479,10/10/21 11:30:01 AM,0.1036,0.2056,0.2538
1480,10/10/21 12:00:01 PM,0.1047,0.2056,0.2538
1481,10/10/21 12:30:01 PM,0.1053,0.2056,0.2538
1482,10/10/21 01:00:01 PM,0.1053,0.2056,0.2538
1483,10/10/21 01:30:01 PM,0.1064,0.2056,0.2538
1484,10/10/21 02:00:01 PM,0.1069,0.2056,0.2538
1485,10/10/21 02:30:01 PM,0.1075,0.2056,0.2538
1486,10/10/21 03:00:01 PM,0.1075,0.2061,0.2538
1487,10/10/21 03:30:01 PM,0.1075,0.2056,0.2538
1488,10/10/21 04:00:01 PM,0.1080,0.2056,0.2538
1489,10/10/21 04:30:01 PM,0.1085,0.2056,0.2538
1490,10/10/21 05:00:01 PM,0.1080,0.2056,0.2538
1491,10/10/21 05:30:01 PM,0.1085,0.2056,0.2538
1492,10/10/21 06:00:01 PM,0.1080,0.2056,0.2538
1493,10/10/21 06:30:01 PM,0.1080,0.2056,0.2538
1494,10/10/21 07:00:01 PM,0.1075,0.2061,0.2538
1495,10/10/21 07:30:01 PM,0.1069,0.2056,0.2534
1496,10/10/21 08:00:01 PM,0.1069,0.2061,0.2538
1497,10/10/21 08:30:01 PM,0.1064,0.2056,0.2534
1498,10/10/21 09:00:01 PM,0.1064,0.2056,0.2534
1499,10/10/21 09:30:01 PM,0.1058,0.2056,0.2538
1500,10/10/21 10:00:01 PM,0.1053,0.2056,0.2538
1501,10/10/21 10:30:01 PM,0.1053,0.2056,0.2538
1502,10/10/21 11:00:01 PM,0.1053,0.2056,0.2538
1503,10/10/21 11:30:01 PM,0.1053,0.2056,0.2538
1504,10/11/21 12:00:01 AM,0.1047,0.2056,0.2538
1505,10/11/21 12:30:01 AM,0.1047,0.2056,0.2538
1506,10/11/21 01:00:01 AM,0.1047,0.2056,0.2534
1507,10/11/21 01:30:01 AM,0.1042,0.2056,0.2534
1508,10/11/21 02:00:01 AM,0.1042,0.2056,0.2534
1509,10/11/21 02:30:01 AM,0.1036,0.2056,0.2534
1510,10/11/21 03:00:01 AM,0.1036,0.2056,0.2534
1511,10/11/21 03:30:01 AM,0.1036,0.2056,0.2534
1512,10/11/21 04:00:01 AM,0.1036,0.2056,0.2534
1513,10/11/21 04:30:01 AM,0.1031,0.2056,0.2534
1514,10/11/21 05:00:01 AM,0.1031,0.2056,0.2534
