"Plot Title: MMSM3"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20446554, SEN S/N: 20684003, LBL: MMSM3 10 cm)","Water Content, m³/m³ (LGR S/N: 20446554, SEN S/N: 20684006, LBL: MMSM3 30 cm)"
506,09/20/21 05:30:01 AM,0.1756,0.2546
507,09/20/21 06:00:01 AM,0.1756,0.2546
508,09/20/21 06:30:01 AM,0.1756,0.2546
509,09/20/21 07:00:01 AM,0.1756,0.2546
510,09/20/21 07:30:01 AM,0.1756,0.2546
511,09/20/21 08:00:01 AM,0.1756,0.2546
512,09/20/21 08:30:01 AM,0.1762,0.2546
513,09/20/21 09:00:01 AM,0.1762,0.2546
514,09/20/21 09:30:01 AM,0.1762,0.2546
515,09/20/21 10:00:01 AM,0.1762,0.2546
516,09/20/21 10:30:01 AM,0.1765,0.2546
517,09/20/21 11:00:01 AM,0.1765,0.2546
518,09/20/21 11:30:01 AM,0.1765,0.2546
519,09/20/21 12:00:01 PM,0.1769,0.2546
520,09/20/21 12:30:01 PM,0.1769,0.2546
521,09/20/21 01:00:01 PM,0.1775,0.2546
522,09/20/21 01:30:01 PM,0.1775,0.2546
523,09/20/21 02:00:01 PM,0.1779,0.2546
524,09/20/21 02:30:01 PM,0.1775,0.2550
525,09/20/21 03:00:01 PM,0.1779,0.2546
526,09/20/21 03:30:01 PM,0.1779,0.2546
527,09/20/21 04:00:01 PM,0.1779,0.2546
528,09/20/21 04:30:01 PM,0.1779,0.2546
529,09/20/21 05:00:01 PM,0.1775,0.2546
530,09/20/21 05:30:01 PM,0.1775,0.2546
531,09/20/21 06:00:01 PM,0.1779,0.2546
532,09/20/21 06:30:01 PM,0.1775,0.2546
533,09/20/21 07:00:01 PM,0.1775,0.2546
534,09/20/21 07:30:01 PM,0.1775,0.2546
535,09/20/21 08:00:01 PM,0.1775,0.2546
536,09/20/21 08:30:01 PM,0.1775,0.2546
537,09/20/21 09:00:01 PM,0.1775,0.2546
538,09/20/21 09:30:01 PM,0.1775,0.2546
539,09/20/21 10:00:01 PM,0.1769,0.2546
540,09/20/21 10:30:01 PM,0.1769,0.2546
541,09/20/21 11:00:01 PM,0.1769,0.2546
542,09/20/21 11:30:01 PM,0.1775,0.2546
543,09/21/21 12:00:01 AM,0.1769,0.2546
544,09/21/21 12:30:01 AM,0.1769,0.2542
545,09/21/21 01:00:01 AM,0.1769,0.2542
546,09/21/21 01:30:01 AM,0.1769,0.2546
547,09/21/21 02:00:01 AM,0.1769,0.2546
548,09/21/21 02:30:01 AM,0.1769,0.2546
549,09/21/21 03:00:01 AM,0.1769,0.2546
550,09/21/21 03:30:01 AM,0.1769,0.2542
551,09/21/21 04:00:01 AM,0.1769,0.2542
552,09/21/21 04:30:01 AM,0.1769,0.2542
553,09/21/21 05:00:01 AM,0.1769,0.2542
554,09/21/21 05:30:01 AM,0.1769,0.2542
555,09/21/21 06:00:01 AM,0.1769,0.2542
556,09/21/21 06:30:01 AM,0.1769,0.2542
557,09/21/21 07:00:01 AM,0.1769,0.2542
558,09/21/21 07:30:01 AM,0.1769,0.2542
559,09/21/21 08:00:01 AM,0.1775,0.2546
560,09/21/21 08:30:01 AM,0.1775,0.2546
561,09/21/21 09:00:01 AM,0.1775,0.2546
562,09/21/21 09:30:01 AM,0.1775,0.2546
563,09/21/21 10:00:01 AM,0.1779,0.2546
564,09/21/21 10:30:01 AM,0.1779,0.2546
565,09/21/21 11:00:01 AM,0.1783,0.2546
566,09/21/21 11:30:01 AM,0.1783,0.2546
567,09/21/21 12:00:01 PM,0.1789,0.2546
568,09/21/21 12:30:01 PM,0.1789,0.2546
569,09/21/21 01:00:01 PM,0.1793,0.2546
570,09/21/21 01:30:01 PM,0.1793,0.2546
571,09/21/21 02:00:01 PM,0.1797,0.2546
572,09/21/21 02:30:01 PM,0.1797,0.2546
573,09/21/21 03:00:01 PM,0.1797,0.2546
574,09/21/21 03:30:01 PM,0.1797,0.2546
575,09/21/21 04:00:01 PM,0.1797,0.2546
576,09/21/21 04:30:01 PM,0.1797,0.2546
577,09/21/21 05:00:01 PM,0.1797,0.2546
578,09/21/21 05:30:01 PM,0.1797,0.2546
579,09/21/21 06:00:01 PM,0.1797,0.2546
580,09/21/21 06:30:01 PM,0.1797,0.2546
581,09/21/21 07:00:01 PM,0.1793,0.2542
582,09/21/21 07:30:01 PM,0.1793,0.2546
583,09/21/21 08:00:01 PM,0.1793,0.2542
584,09/21/21 08:30:01 PM,0.1793,0.2542
585,09/21/21 09:00:01 PM,0.1789,0.2542
586,09/21/21 09:30:01 PM,0.1789,0.2542
587,09/21/21 10:00:01 PM,0.1789,0.2542
588,09/21/21 10:30:01 PM,0.1789,0.2546
589,09/21/21 11:00:01 PM,0.1789,0.2546
590,09/21/21 11:30:01 PM,0.1789,0.2542
591,09/22/21 12:00:01 AM,0.1793,0.2542
592,09/22/21 12:30:01 AM,0.1789,0.2542
593,09/22/21 01:00:01 AM,0.1789,0.2542
594,09/22/21 01:30:01 AM,0.1789,0.2542
595,09/22/21 02:00:01 AM,0.1793,0.2546
596,09/22/21 02:30:01 AM,0.1789,0.2542
597,09/22/21 03:00:01 AM,0.1789,0.2542
598,09/22/21 03:30:01 AM,0.1789,0.2546
599,09/22/21 04:00:01 AM,0.1793,0.2542
600,09/22/21 04:30:01 AM,0.1793,0.2542
601,09/22/21 05:00:01 AM,0.1789,0.2542
602,09/22/21 05:30:01 AM,0.1789,0.2542
603,09/22/21 06:00:01 AM,0.1793,0.2542
604,09/22/21 06:30:01 AM,0.1793,0.2542
605,09/22/21 07:00:01 AM,0.1793,0.2542
606,09/22/21 07:30:01 AM,0.1793,0.2542
607,09/22/21 08:00:01 AM,0.1793,0.2542
608,09/22/21 08:30:01 AM,0.1793,0.2546
609,09/22/21 09:00:01 AM,0.1793,0.2546
610,09/22/21 09:30:01 AM,0.1793,0.2546
611,09/22/21 10:00:01 AM,0.1803,0.2550
612,09/22/21 10:30:01 AM,0.1803,0.2550
613,09/22/21 11:00:01 AM,0.1803,0.2546
614,09/22/21 11:30:01 AM,0.1807,0.2550
615,09/22/21 12:00:01 PM,0.1807,0.2550
616,09/22/21 12:30:01 PM,0.1807,0.2550
617,09/22/21 01:00:01 PM,0.1813,0.2550
618,09/22/21 01:30:01 PM,0.1813,0.2546
619,09/22/21 02:00:01 PM,0.1816,0.2550
620,09/22/21 02:30:01 PM,0.1816,0.2550
621,09/22/21 03:00:01 PM,0.1816,0.2550
622,09/22/21 03:30:01 PM,0.1816,0.2546
623,09/22/21 04:00:01 PM,0.1816,0.2550
624,09/22/21 04:30:01 PM,0.1816,0.2550
625,09/22/21 05:00:01 PM,0.1813,0.2546
626,09/22/21 05:30:01 PM,0.1816,0.2546
627,09/22/21 06:00:01 PM,0.1816,0.2546
628,09/22/21 06:30:01 PM,0.1816,0.2546
629,09/22/21 07:00:01 PM,0.1816,0.2546
630,09/22/21 07:30:01 PM,0.1813,0.2546
631,09/22/21 08:00:01 PM,0.1813,0.2546
632,09/22/21 08:30:01 PM,0.1813,0.2546
633,09/22/21 09:00:01 PM,0.1813,0.2546
634,09/22/21 09:30:01 PM,0.1813,0.2546
635,09/22/21 10:00:01 PM,0.1813,0.2546
636,09/22/21 10:30:01 PM,0.1813,0.2546
637,09/22/21 11:00:01 PM,0.1813,0.2546
638,09/22/21 11:30:01 PM,0.1807,0.2546
639,09/23/21 12:00:01 AM,0.1807,0.2546
640,09/23/21 12:30:01 AM,0.1807,0.2546
641,09/23/21 01:00:01 AM,0.1807,0.2546
642,09/23/21 01:30:01 AM,0.1807,0.2546
643,09/23/21 02:00:01 AM,0.1807,0.2546
644,09/23/21 02:30:01 AM,0.1807,0.2546
645,09/23/21 03:00:01 AM,0.1807,0.2546
646,09/23/21 03:30:01 AM,0.1807,0.2546
647,09/23/21 04:00:01 AM,0.1807,0.2546
648,09/23/21 04:30:01 AM,0.1807,0.2546
649,09/23/21 05:00:01 AM,0.1807,0.2542
650,09/23/21 05:30:01 AM,0.1807,0.2546
651,09/23/21 06:00:01 AM,0.1807,0.2542
652,09/23/21 06:30:01 AM,0.1807,0.2542
653,09/23/21 07:00:01 AM,0.1813,0.2542
654,09/23/21 07:30:01 AM,0.1807,0.2546
655,09/23/21 08:00:01 AM,0.1807,0.2546
656,09/23/21 08:30:01 AM,0.1813,0.2546
657,09/23/21 09:00:01 AM,0.1807,0.2546
658,09/23/21 09:30:01 AM,0.1813,0.2546
659,09/23/21 10:00:01 AM,0.1813,0.2546
660,09/23/21 10:30:01 AM,0.1816,0.2546
661,09/23/21 11:00:01 AM,0.1816,0.2546
662,09/23/21 11:30:01 AM,0.1816,0.2546
663,09/23/21 12:00:01 PM,0.1820,0.2546
664,09/23/21 12:30:01 PM,0.1820,0.2546
665,09/23/21 01:00:01 PM,0.1826,0.2550
666,09/23/21 01:30:01 PM,0.1826,0.2550
667,09/23/21 02:00:01 PM,0.1826,0.2550
668,09/23/21 02:30:01 PM,0.1830,0.2550
669,09/23/21 03:00:01 PM,0.1836,0.2546
670,09/23/21 03:30:01 PM,0.1836,0.2546
671,09/23/21 04:00:01 PM,0.1830,0.2546
672,09/23/21 04:30:01 PM,0.1836,0.2550
673,09/23/21 05:00:01 PM,0.1830,0.2550
674,09/23/21 05:30:01 PM,0.1836,0.2550
675,09/23/21 06:00:01 PM,0.1830,0.2546
676,09/23/21 06:30:01 PM,0.1830,0.2546
677,09/23/21 07:00:01 PM,0.1826,0.2546
678,09/23/21 07:30:01 PM,0.1826,0.2546
679,09/23/21 08:00:01 PM,0.1826,0.2546
680,09/23/21 08:30:01 PM,0.1826,0.2546
681,09/23/21 09:00:01 PM,0.1826,0.2546
682,09/23/21 09:30:01 PM,0.1826,0.2546
683,09/23/21 10:00:01 PM,0.1826,0.2546
684,09/23/21 10:30:01 PM,0.1826,0.2546
685,09/23/21 11:00:01 PM,0.1826,0.2546
686,09/23/21 11:30:01 PM,0.1826,0.2546
687,09/24/21 12:00:01 AM,0.1820,0.2546
688,09/24/21 12:30:01 AM,0.1820,0.2546
689,09/24/21 01:00:01 AM,0.1820,0.2546
690,09/24/21 01:30:01 AM,0.1820,0.2546
691,09/24/21 02:00:01 AM,0.1820,0.2546
692,09/24/21 02:30:01 AM,0.1820,0.2546
693,09/24/21 03:00:01 AM,0.1820,0.2546
694,09/24/21 03:30:01 AM,0.1820,0.2546
695,09/24/21 04:00:01 AM,0.1820,0.2546
696,09/24/21 04:30:01 AM,0.1820,0.2546
697,09/24/21 05:00:01 AM,0.1820,0.2546
698,09/24/21 05:30:01 AM,0.1820,0.2546
699,09/24/21 06:00:01 AM,0.1820,0.2546
700,09/24/21 06:30:01 AM,0.1820,0.2546
701,09/24/21 07:00:01 AM,0.1820,0.2546
702,09/24/21 07:30:01 AM,0.1820,0.2546
703,09/24/21 08:00:01 AM,0.1820,0.2546
704,09/24/21 08:30:01 AM,0.1820,0.2550
705,09/24/21 09:00:01 AM,0.1826,0.2553
706,09/24/21 09:30:01 AM,0.1826,0.2550
707,09/24/21 10:00:01 AM,0.1826,0.2550
708,09/24/21 10:30:01 AM,0.1826,0.2550
709,09/24/21 11:00:01 AM,0.1826,0.2550
710,09/24/21 11:30:01 AM,0.1830,0.2553
711,09/24/21 12:00:01 PM,0.1836,0.2553
712,09/24/21 12:30:01 PM,0.1836,0.2553
713,09/24/21 01:00:01 PM,0.1836,0.2553
714,09/24/21 01:30:01 PM,0.1840,0.2553
715,09/24/21 02:00:01 PM,0.1840,0.2553
716,09/24/21 02:30:01 PM,0.1843,0.2550
717,09/24/21 03:00:01 PM,0.1843,0.2550
718,09/24/21 03:30:01 PM,0.1843,0.2550
719,09/24/21 04:00:01 PM,0.1843,0.2550
720,09/24/21 04:30:01 PM,0.1843,0.2550
721,09/24/21 05:00:01 PM,0.1843,0.2550
722,09/24/21 05:30:01 PM,0.1843,0.2550
723,09/24/21 06:00:01 PM,0.1843,0.2546
724,09/24/21 06:30:01 PM,0.1840,0.2546
725,09/24/21 07:00:01 PM,0.1843,0.2550
726,09/24/21 07:30:01 PM,0.1840,0.2546
727,09/24/21 08:00:01 PM,0.1840,0.2546
728,09/24/21 08:30:01 PM,0.1840,0.2546
729,09/24/21 09:00:01 PM,0.1836,0.2546
730,09/24/21 09:30:01 PM,0.1836,0.2546
731,09/24/21 10:00:01 PM,0.1836,0.2546
732,09/24/21 10:30:01 PM,0.1836,0.2546
733,09/24/21 11:00:01 PM,0.1836,0.2546
734,09/24/21 11:30:01 PM,0.1830,0.2546
735,09/25/21 12:00:01 AM,0.1830,0.2546
736,09/25/21 12:30:01 AM,0.1830,0.2546
737,09/25/21 01:00:01 AM,0.1830,0.2546
738,09/25/21 01:30:01 AM,0.1830,0.2546
739,09/25/21 02:00:01 AM,0.1830,0.2546
740,09/25/21 02:30:01 AM,0.1830,0.2546
741,09/25/21 03:00:01 AM,0.1826,0.2546
742,09/25/21 03:30:01 AM,0.1830,0.2546
743,09/25/21 04:00:01 AM,0.1826,0.2546
744,09/25/21 04:30:01 AM,0.1830,0.2546
745,09/25/21 05:00:01 AM,0.1830,0.2546
746,09/25/21 05:30:01 AM,0.1830,0.2546
747,09/25/21 06:00:01 AM,0.1826,0.2546
748,09/25/21 06:30:01 AM,0.1826,0.2546
749,09/25/21 07:00:01 AM,0.1826,0.2546
750,09/25/21 07:30:01 AM,0.1826,0.2546
751,09/25/21 08:00:01 AM,0.1830,0.2546
752,09/25/21 08:30:01 AM,0.1830,0.2550
753,09/25/21 09:00:01 AM,0.1830,0.2550
754,09/25/21 09:30:01 AM,0.1836,0.2550
755,09/25/21 10:00:01 AM,0.1836,0.2550
756,09/25/21 10:30:01 AM,0.1836,0.2550
757,09/25/21 11:00:01 AM,0.1840,0.2550
758,09/25/21 11:30:01 AM,0.1843,0.2550
759,09/25/21 12:00:01 PM,0.1843,0.2550
760,09/25/21 12:30:01 PM,0.1843,0.2550
761,09/25/21 01:00:01 PM,0.1849,0.2550
762,09/25/21 01:30:01 PM,0.1849,0.2553
763,09/25/21 02:00:01 PM,0.1849,0.2550
764,09/25/21 02:30:01 PM,0.1849,0.2550
765,09/25/21 03:00:01 PM,0.1849,0.2550
766,09/25/21 03:30:01 PM,0.1849,0.2553
767,09/25/21 04:00:01 PM,0.1849,0.2550
768,09/25/21 04:30:01 PM,0.1849,0.2550
769,09/25/21 05:00:01 PM,0.1849,0.2550
770,09/25/21 05:30:01 PM,0.1849,0.2553
771,09/25/21 06:00:01 PM,0.1849,0.2550
772,09/25/21 06:30:01 PM,0.1849,0.2550
773,09/25/21 07:00:01 PM,0.1843,0.2546
774,09/25/21 07:30:01 PM,0.1843,0.2546
775,09/25/21 08:00:01 PM,0.1843,0.2546
776,09/25/21 08:30:01 PM,0.1843,0.2546
777,09/25/21 09:00:01 PM,0.1840,0.2546
778,09/25/21 09:30:01 PM,0.1840,0.2546
779,09/25/21 10:00:01 PM,0.1840,0.2546
780,09/25/21 10:30:01 PM,0.1840,0.2546
781,09/25/21 11:00:01 PM,0.1840,0.2550
782,09/25/21 11:30:01 PM,0.1840,0.2550
783,09/26/21 12:00:01 AM,0.1840,0.2550
784,09/26/21 12:30:01 AM,0.1840,0.2550
785,09/26/21 01:00:01 AM,0.1840,0.2546
786,09/26/21 01:30:01 AM,0.1836,0.2550
787,09/26/21 02:00:01 AM,0.1836,0.2550
788,09/26/21 02:30:01 AM,0.1836,0.2550
789,09/26/21 03:00:01 AM,0.1836,0.2546
790,09/26/21 03:30:01 AM,0.1836,0.2550
791,09/26/21 04:00:01 AM,0.1836,0.2546
792,09/26/21 04:30:01 AM,0.1836,0.2550
793,09/26/21 05:00:01 AM,0.1836,0.2546
794,09/26/21 05:30:01 AM,0.1836,0.2546
795,09/26/21 06:00:01 AM,0.1836,0.2546
796,09/26/21 06:30:01 AM,0.1830,0.2546
797,09/26/21 07:00:01 AM,0.1830,0.2546
798,09/26/21 07:30:01 AM,0.1836,0.2546
799,09/26/21 08:00:01 AM,0.1836,0.2550
800,09/26/21 08:30:01 AM,0.1836,0.2550
801,09/26/21 09:00:01 AM,0.1836,0.2550
802,09/26/21 09:30:01 AM,0.1840,0.2550
803,09/26/21 10:00:01 AM,0.1840,0.2550
804,09/26/21 10:30:01 AM,0.1840,0.2550
805,09/26/21 11:00:01 AM,0.1843,0.2550
806,09/26/21 11:30:01 AM,0.1843,0.2550
807,09/26/21 12:00:01 PM,0.1843,0.2553
808,09/26/21 12:30:01 PM,0.1849,0.2550
809,09/26/21 01:00:01 PM,0.1849,0.2550
810,09/26/21 01:30:01 PM,0.1849,0.2550
811,09/26/21 02:00:01 PM,0.1853,0.2550
812,09/26/21 02:30:01 PM,0.1853,0.2550
813,09/26/21 03:00:01 PM,0.1853,0.2550
814,09/26/21 03:30:01 PM,0.1853,0.2550
815,09/26/21 04:00:01 PM,0.1853,0.2550
816,09/26/21 04:30:01 PM,0.1853,0.2550
817,09/26/21 05:00:01 PM,0.1853,0.2550
818,09/26/21 05:30:01 PM,0.1853,0.2550
819,09/26/21 06:00:01 PM,0.1853,0.2550
820,09/26/21 06:30:01 PM,0.1849,0.2550
821,09/26/21 07:00:01 PM,0.1853,0.2550
822,09/26/21 07:30:01 PM,0.1849,0.2550
823,09/26/21 08:00:01 PM,0.1843,0.2550
824,09/26/21 08:30:01 PM,0.1843,0.2550
825,09/26/21 09:00:01 PM,0.1843,0.2550
826,09/26/21 09:30:01 PM,0.1840,0.2546
827,09/26/21 10:00:01 PM,0.1840,0.2546
828,09/26/21 10:30:01 PM,0.1840,0.2550
829,09/26/21 11:00:01 PM,0.1840,0.2546
830,09/26/21 11:30:01 PM,0.1840,0.2546
831,09/27/21 12:00:01 AM,0.1840,0.2546
832,09/27/21 12:30:01 AM,0.1840,0.2546
833,09/27/21 01:00:01 AM,0.1836,0.2546
834,09/27/21 01:30:01 AM,0.1836,0.2546
835,09/27/21 02:00:01 AM,0.1836,0.2546
836,09/27/21 02:30:01 AM,0.1836,0.2546
837,09/27/21 03:00:01 AM,0.1830,0.2546
838,09/27/21 03:30:01 AM,0.1830,0.2546
839,09/27/21 04:00:01 AM,0.1830,0.2546
840,09/27/21 04:30:01 AM,0.1830,0.2546
841,09/27/21 05:00:01 AM,0.1830,0.2546
842,09/27/21 05:30:01 AM,0.1830,0.2546
843,09/27/21 06:00:01 AM,0.1830,0.2546
844,09/27/21 06:30:01 AM,0.1830,0.2546
845,09/27/21 07:00:01 AM,0.1830,0.2546
846,09/27/21 07:30:01 AM,0.1836,0.2546
847,09/27/21 08:00:01 AM,0.1836,0.2546
848,09/27/21 08:30:01 AM,0.1836,0.2546
849,09/27/21 09:00:01 AM,0.1840,0.2546
850,09/27/21 09:30:01 AM,0.1840,0.2546
851,09/27/21 10:00:01 AM,0.1843,0.2546
852,09/27/21 10:30:01 AM,0.1840,0.2550
853,09/27/21 11:00:01 AM,0.1843,0.2550
854,09/27/21 11:30:01 AM,0.1843,0.2550
855,09/27/21 12:00:01 PM,0.1843,0.2550
856,09/27/21 12:30:01 PM,0.1849,0.2550
857,09/27/21 01:00:01 PM,0.1849,0.2550
858,09/27/21 01:30:01 PM,0.1849,0.2550
859,09/27/21 02:00:01 PM,0.1859,0.2546
860,09/27/21 02:30:01 PM,0.1859,0.2550
861,09/27/21 03:00:01 PM,0.1859,0.2550
862,09/27/21 03:30:01 PM,0.1853,0.2550
863,09/27/21 04:00:01 PM,0.1853,0.2550
864,09/27/21 04:30:01 PM,0.1853,0.2550
865,09/27/21 05:00:01 PM,0.1849,0.2546
866,09/27/21 05:30:01 PM,0.1849,0.2546
867,09/27/21 06:00:01 PM,0.1849,0.2546
868,09/27/21 06:30:01 PM,0.1849,0.2546
869,09/27/21 07:00:01 PM,0.1849,0.2550
870,09/27/21 07:30:01 PM,0.1849,0.2550
871,09/27/21 08:00:01 PM,0.1849,0.2546
872,09/27/21 08:30:01 PM,0.1849,0.2546
873,09/27/21 09:00:01 PM,0.1849,0.2550
874,09/27/21 09:30:01 PM,0.1843,0.2546
875,09/27/21 10:00:01 PM,0.1843,0.2550
876,09/27/21 10:30:01 PM,0.1843,0.2546
877,09/27/21 11:00:01 PM,0.1843,0.2546
878,09/27/21 11:30:01 PM,0.1843,0.2546
879,09/28/21 12:00:01 AM,0.1843,0.2550
880,09/28/21 12:30:01 AM,0.1843,0.2546
881,09/28/21 01:00:01 AM,0.1843,0.2550
882,09/28/21 01:30:01 AM,0.1849,0.2546
883,09/28/21 02:00:01 AM,0.1840,0.2550
884,09/28/21 02:30:01 AM,0.1840,0.2546
885,09/28/21 03:00:01 AM,0.1840,0.2546
886,09/28/21 03:30:01 AM,0.1840,0.2546
887,09/28/21 04:00:01 AM,0.1836,0.2546
888,09/28/21 04:30:01 AM,0.1840,0.2546
889,09/28/21 05:00:01 AM,0.1836,0.2546
890,09/28/21 05:30:01 AM,0.1840,0.2546
891,09/28/21 06:00:01 AM,0.1836,0.2546
892,09/28/21 06:30:01 AM,0.1836,0.2546
893,09/28/21 07:00:01 AM,0.1836,0.2546
894,09/28/21 07:30:01 AM,0.1836,0.2546
895,09/28/21 08:00:01 AM,0.1840,0.2546
896,09/28/21 08:30:01 AM,0.1840,0.2546
897,09/28/21 09:00:01 AM,0.1840,0.2546
898,09/28/21 09:30:01 AM,0.1843,0.2550
899,09/28/21 10:00:01 AM,0.1843,0.2546
900,09/28/21 10:30:01 AM,0.1843,0.2546
901,09/28/21 11:00:01 AM,0.1843,0.2546
902,09/28/21 11:30:01 AM,0.1843,0.2546
903,09/28/21 12:00:01 PM,0.1843,0.2550
904,09/28/21 12:30:01 PM,0.1849,0.2550
905,09/28/21 01:00:01 PM,0.1849,0.2546
906,09/28/21 01:30:01 PM,0.1849,0.2546
907,09/28/21 02:00:01 PM,0.1853,0.2546
908,09/28/21 02:30:01 PM,0.1853,0.2550
909,09/28/21 03:00:01 PM,0.1853,0.2550
910,09/28/21 03:30:01 PM,0.1853,0.2550
911,09/28/21 04:00:01 PM,0.1853,0.2550
912,09/28/21 04:30:01 PM,0.1853,0.2550
913,09/28/21 05:00:01 PM,0.1853,0.2550
914,09/28/21 05:30:01 PM,0.1849,0.2546
915,09/28/21 06:00:01 PM,0.1849,0.2546
916,09/28/21 06:30:01 PM,0.1849,0.2550
917,09/28/21 07:00:01 PM,0.1849,0.2546
918,09/28/21 07:30:01 PM,0.1843,0.2550
919,09/28/21 08:00:01 PM,0.1843,0.2546
920,09/28/21 08:30:01 PM,0.1843,0.2550
921,09/28/21 09:00:01 PM,0.1843,0.2550
922,09/28/21 09:30:01 PM,0.1843,0.2546
923,09/28/21 10:00:01 PM,0.1843,0.2546
924,09/28/21 10:30:01 PM,0.1843,0.2546
925,09/28/21 11:00:01 PM,0.1843,0.2546
926,09/28/21 11:30:01 PM,0.1843,0.2546
927,09/29/21 12:00:01 AM,0.1840,0.2546
928,09/29/21 12:30:01 AM,0.1840,0.2546
929,09/29/21 01:00:01 AM,0.1840,0.2546
930,09/29/21 01:30:01 AM,0.1840,0.2546
931,09/29/21 02:00:01 AM,0.1840,0.2546
932,09/29/21 02:30:01 AM,0.1840,0.2546
933,09/29/21 03:00:01 AM,0.1840,0.2546
934,09/29/21 03:30:01 AM,0.1840,0.2546
935,09/29/21 04:00:01 AM,0.1840,0.2546
936,09/29/21 04:30:01 AM,0.1840,0.2546
937,09/29/21 05:00:01 AM,0.1840,0.2542
938,09/29/21 05:30:01 AM,0.1840,0.2546
939,09/29/21 06:00:01 AM,0.1840,0.2542
940,09/29/21 06:30:01 AM,0.1840,0.2542
941,09/29/21 07:00:01 AM,0.1840,0.2546
942,09/29/21 07:30:01 AM,0.1840,0.2542
943,09/29/21 08:00:01 AM,0.1843,0.2546
944,09/29/21 08:30:01 AM,0.1843,0.2546
945,09/29/21 09:00:01 AM,0.1843,0.2546
946,09/29/21 09:30:01 AM,0.1849,0.2546
947,09/29/21 10:00:01 AM,0.1849,0.2546
948,09/29/21 10:30:01 AM,0.1849,0.2546
949,09/29/21 11:00:01 AM,0.1853,0.2550
950,09/29/21 11:30:01 AM,0.1849,0.2546
951,09/29/21 12:00:01 PM,0.1849,0.2546
952,09/29/21 12:30:01 PM,0.1853,0.2546
953,09/29/21 01:00:01 PM,0.1859,0.2550
954,09/29/21 01:30:01 PM,0.1859,0.2546
955,09/29/21 02:00:01 PM,0.1859,0.2550
956,09/29/21 02:30:01 PM,0.1859,0.2550
957,09/29/21 03:00:01 PM,0.1859,0.2550
958,09/29/21 03:30:01 PM,0.1859,0.2550
959,09/29/21 04:00:01 PM,0.1862,0.2550
960,09/29/21 04:30:01 PM,0.1862,0.2550
961,09/29/21 05:00:01 PM,0.1862,0.2550
962,09/29/21 05:30:01 PM,0.1859,0.2550
963,09/29/21 06:00:01 PM,0.1859,0.2550
964,09/29/21 06:30:01 PM,0.1859,0.2546
965,09/29/21 07:00:01 PM,0.1859,0.2546
966,09/29/21 07:30:01 PM,0.1853,0.2546
967,09/29/21 08:00:01 PM,0.1853,0.2546
968,09/29/21 08:30:01 PM,0.1853,0.2546
969,09/29/21 09:00:01 PM,0.1862,0.2546
970,09/29/21 09:30:01 PM,0.1862,0.2546
971,09/29/21 10:00:01 PM,0.1849,0.2546
972,09/29/21 10:30:01 PM,0.1849,0.2546
973,09/29/21 11:00:01 PM,0.1849,0.2546
974,09/29/21 11:30:01 PM,0.1849,0.2546
975,09/30/21 12:00:01 AM,0.1849,0.2546
976,09/30/21 12:30:01 AM,0.1849,0.2546
977,09/30/21 01:00:01 AM,0.1849,0.2546
978,09/30/21 01:30:01 AM,0.1849,0.2546
979,09/30/21 02:00:01 AM,0.1843,0.2542
980,09/30/21 02:30:01 AM,0.1843,0.2546
981,09/30/21 03:00:01 AM,0.1843,0.2546
982,09/30/21 03:30:01 AM,0.1843,0.2546
983,09/30/21 04:00:01 AM,0.1849,0.2546
984,09/30/21 04:30:01 AM,0.1843,0.2546
985,09/30/21 05:00:01 AM,0.1843,0.2546
986,09/30/21 05:30:01 AM,0.1843,0.2546
987,09/30/21 06:00:01 AM,0.1849,0.2542
988,09/30/21 06:30:01 AM,0.1843,0.2542
989,09/30/21 07:00:01 AM,0.1849,0.2546
990,09/30/21 07:30:01 AM,0.1849,0.2542
991,09/30/21 08:00:01 AM,0.1853,0.2546
992,09/30/21 08:30:01 AM,0.1853,0.2546
993,09/30/21 09:00:01 AM,0.1853,0.2546
994,09/30/21 09:30:01 AM,0.1859,0.2550
995,09/30/21 10:00:01 AM,0.1859,0.2550
996,09/30/21 10:30:01 AM,0.1859,0.2550
997,09/30/21 11:00:01 AM,0.1862,0.2550
998,09/30/21 11:30:01 AM,0.1862,0.2550
999,09/30/21 12:00:01 PM,0.1862,0.2550
1000,09/30/21 12:30:01 PM,0.1862,0.2550
1001,09/30/21 01:00:01 PM,0.1862,0.2550
1002,09/30/21 01:30:01 PM,0.1866,0.2550
1003,09/30/21 02:00:01 PM,0.1866,0.2550
1004,09/30/21 02:30:01 PM,0.1866,0.2550
1005,09/30/21 03:00:01 PM,0.1872,0.2550
1006,09/30/21 03:30:01 PM,0.1872,0.2550
1007,09/30/21 04:00:01 PM,0.1866,0.2550
1008,09/30/21 04:30:01 PM,0.1866,0.2550
1009,09/30/21 05:00:01 PM,0.1866,0.2550
1010,09/30/21 05:30:01 PM,0.1866,0.2550
1011,09/30/21 06:00:01 PM,0.1866,0.2550
1012,09/30/21 06:30:01 PM,0.1866,0.2550
1013,09/30/21 07:00:01 PM,0.1862,0.2546
1014,09/30/21 07:30:01 PM,0.1862,0.2546
1015,09/30/21 08:00:01 PM,0.1862,0.2546
1016,09/30/21 08:30:01 PM,0.1862,0.2546
1017,09/30/21 09:00:01 PM,0.1859,0.2546
