"Plot Title: CMSM3"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20156370, SEN S/N: 20154563, LBL: CM3SM 1 m)","Water Content, m³/m³ (LGR S/N: 20156370, SEN S/N: 20652824, LBL: CM3SM 10 cm)","Water Content, m³/m³ (LGR S/N: 20156370, SEN S/N: 20658013, LBL: CM3SM 30 cm)"
426,07/29/19 08:00:01 AM,0.2073,0.2691,0.2589
427,07/29/19 08:30:01 AM,0.2073,0.2698,0.2589
428,07/29/19 09:00:01 AM,0.2080,0.2694,0.2592
429,07/29/19 09:30:01 AM,0.2080,0.2698,0.2589
430,07/29/19 10:00:01 AM,0.2080,0.2698,0.2589
431,07/29/19 10:30:01 AM,0.2073,0.2694,0.2592
432,07/29/19 11:00:01 AM,0.2073,0.2691,0.2592
433,07/29/19 11:30:01 AM,0.2073,0.2691,0.2589
434,07/29/19 12:00:01 PM,0.2080,0.2691,0.2589
435,07/29/19 12:30:01 PM,0.2073,0.2684,0.2589
436,07/29/19 01:00:01 PM,0.2073,0.2677,0.2585
437,07/29/19 01:30:01 PM,0.2073,0.2673,0.2585
438,07/29/19 02:00:01 PM,0.2073,0.2670,0.2585
439,07/29/19 02:30:01 PM,0.2073,0.2664,0.2585
440,07/29/19 03:00:01 PM,0.2073,0.2657,0.2582
441,07/29/19 03:30:01 PM,0.2073,0.2657,0.2585
442,07/29/19 04:00:01 PM,0.2066,0.2653,0.2582
443,07/29/19 04:30:01 PM,0.2066,0.2653,0.2585
444,07/29/19 05:00:01 PM,0.2066,0.2642,0.2585
445,07/29/19 05:30:01 PM,0.2066,0.2642,0.2582
446,07/29/19 06:00:01 PM,0.2066,0.2639,0.2582
447,07/29/19 06:30:01 PM,0.2066,0.2639,0.2582
448,07/29/19 07:00:01 PM,0.2058,0.2642,0.2579
449,07/29/19 07:30:01 PM,0.2058,0.2639,0.2582
450,07/29/19 08:00:01 PM,0.2058,0.2632,0.2582
451,07/29/19 08:30:01 PM,0.2058,0.2635,0.2582
452,07/29/19 09:00:01 PM,0.2051,0.2628,0.2582
453,07/29/19 09:30:01 PM,0.2051,0.2628,0.2582
454,07/29/19 10:00:01 PM,0.2051,0.2624,0.2582
455,07/29/19 10:30:01 PM,0.2051,0.2624,0.2582
456,07/29/19 11:00:01 PM,0.2051,0.2624,0.2582
457,07/29/19 11:30:01 PM,0.2051,0.2621,0.2585
458,07/30/19 12:00:01 AM,0.2044,0.2621,0.2582
459,07/30/19 12:30:01 AM,0.2051,0.2624,0.2579
460,07/30/19 01:00:01 AM,0.2044,0.2628,0.2582
461,07/30/19 01:30:01 AM,0.2044,0.2632,0.2582
462,07/30/19 02:00:01 AM,0.2044,0.2635,0.2582
463,07/30/19 02:30:01 AM,0.2044,0.2635,0.2585
464,07/30/19 03:00:01 AM,0.2044,0.2639,0.2579
465,07/30/19 03:30:01 AM,0.2044,0.2642,0.2582
466,07/30/19 04:00:01 AM,0.2044,0.2650,0.2585
467,07/30/19 04:30:01 AM,0.2044,0.2650,0.2579
468,07/30/19 05:00:01 AM,0.2044,0.2653,0.2585
469,07/30/19 05:30:01 AM,0.2037,0.2657,0.2579
470,07/30/19 06:00:01 AM,0.2037,0.2660,0.2579
471,07/30/19 06:30:01 AM,0.2037,0.2664,0.2582
472,07/30/19 07:00:01 AM,0.2037,0.2664,0.2579
473,07/30/19 07:30:01 AM,0.2037,0.2660,0.2585
474,07/30/19 08:00:01 AM,0.2037,0.2670,0.2582
475,07/30/19 08:30:01 AM,0.2037,0.2670,0.2579
476,07/30/19 09:00:01 AM,0.2037,0.2670,0.2579
477,07/30/19 09:30:01 AM,0.2037,0.2666,0.2579
478,07/30/19 10:00:01 AM,0.2037,0.2664,0.2579
479,07/30/19 10:30:01 AM,0.2037,0.2664,0.2582
480,07/30/19 11:00:01 AM,0.2037,0.2660,0.2579
481,07/30/19 11:30:01 AM,0.2037,0.2657,0.2579
482,07/30/19 12:00:01 PM,0.2037,0.2657,0.2575
483,07/30/19 12:30:01 PM,0.2037,0.2650,0.2575
484,07/30/19 01:00:01 PM,0.2037,0.2650,0.2575
485,07/30/19 01:30:01 PM,0.2037,0.2642,0.2579
486,07/30/19 02:00:01 PM,0.2037,0.2642,0.2575
487,07/30/19 02:30:01 PM,0.2037,0.2639,0.2571
488,07/30/19 03:00:01 PM,0.2037,0.2624,0.2579
489,07/30/19 03:30:01 PM,0.2037,0.2624,0.2571
490,07/30/19 04:00:01 PM,0.2029,0.2621,0.2571
491,07/30/19 04:30:01 PM,0.2029,0.2615,0.2571
492,07/30/19 05:00:01 PM,0.2029,0.2611,0.2567
493,07/30/19 05:30:01 PM,0.2029,0.2611,0.2567
494,07/30/19 06:00:01 PM,0.2022,0.2604,0.2575
495,07/30/19 06:30:01 PM,0.2022,0.2607,0.2571
496,07/30/19 07:00:01 PM,0.2022,0.2600,0.2575
497,07/30/19 07:30:01 PM,0.2022,0.2596,0.2571
498,07/30/19 08:00:01 PM,0.2022,0.2596,0.2575
499,07/30/19 08:30:01 PM,0.2022,0.2592,0.2575
500,07/30/19 09:00:01 PM,0.2022,0.2592,0.2571
501,07/30/19 09:30:01 PM,0.2015,0.2589,0.2571
502,07/30/19 10:00:01 PM,0.2015,0.2592,0.2567
503,07/30/19 10:30:01 PM,0.2015,0.2589,0.2571
504,07/30/19 11:00:01 PM,0.2015,0.2589,0.2571
505,07/30/19 11:30:01 PM,0.2015,0.2585,0.2575
506,07/31/19 12:00:01 AM,0.2015,0.2592,0.2571
507,07/31/19 12:30:01 AM,0.2015,0.2592,0.2567
508,07/31/19 01:00:01 AM,0.2015,0.2596,0.2571
509,07/31/19 01:30:01 AM,0.2008,0.2600,0.2571
510,07/31/19 02:00:01 AM,0.2008,0.2604,0.2575
511,07/31/19 02:30:01 AM,0.2008,0.2607,0.2571
512,07/31/19 03:00:01 AM,0.2008,0.2611,0.2571
513,07/31/19 03:30:01 AM,0.2008,0.2611,0.2571
514,07/31/19 04:00:01 AM,0.2008,0.2615,0.2571
515,07/31/19 04:30:01 AM,0.2000,0.2618,0.2567
516,07/31/19 05:00:01 AM,0.2000,0.2621,0.2567
517,07/31/19 05:30:01 AM,0.2000,0.2624,0.2571
518,07/31/19 06:00:01 AM,0.2000,0.2624,0.2571
519,07/31/19 06:30:01 AM,0.2000,0.2628,0.2571
520,07/31/19 07:00:01 AM,0.2000,0.2632,0.2571
521,07/31/19 07:30:01 AM,0.2000,0.2635,0.2567
522,07/31/19 08:00:01 AM,0.2000,0.2635,0.2571
523,07/31/19 08:30:01 AM,0.2000,0.2642,0.2571
524,07/31/19 09:00:01 AM,0.2000,0.2642,0.2571
525,07/31/19 09:30:01 AM,0.2000,0.2639,0.2571
526,07/31/19 10:00:01 AM,0.2000,0.2639,0.2567
527,07/31/19 10:30:01 AM,0.2000,0.2632,0.2571
528,07/31/19 11:00:01 AM,0.2000,0.2628,0.2567
529,07/31/19 11:30:01 AM,0.2000,0.2624,0.2564
530,07/31/19 12:00:01 PM,0.2000,0.2624,0.2564
531,07/31/19 12:30:01 PM,0.2000,0.2621,0.2564
532,07/31/19 01:00:01 PM,0.2000,0.2618,0.2564
533,07/31/19 01:30:01 PM,0.2000,0.2615,0.2567
534,07/31/19 02:00:01 PM,0.2000,0.2611,0.2564
535,07/31/19 02:30:01 PM,0.2000,0.2607,0.2564
536,07/31/19 03:00:01 PM,0.2000,0.2596,0.2567
537,07/31/19 03:30:01 PM,0.2000,0.2592,0.2564
538,07/31/19 04:00:01 PM,0.2000,0.2589,0.2564
539,07/31/19 04:30:01 PM,0.1993,0.2579,0.2564
540,07/31/19 05:00:01 PM,0.1993,0.2579,0.2560
541,07/31/19 05:30:01 PM,0.2000,0.2575,0.2560
542,07/31/19 06:00:01 PM,0.1993,0.2571,0.2560
543,07/31/19 06:30:01 PM,0.1993,0.2571,0.2557
544,07/31/19 07:00:01 PM,0.1993,0.2567,0.2557
545,07/31/19 07:30:01 PM,0.1993,0.2567,0.2557
546,07/31/19 08:00:01 PM,0.1993,0.2560,0.2560
547,07/31/19 08:30:01 PM,0.1986,0.2560,0.2557
548,07/31/19 09:00:01 PM,0.1986,0.2557,0.2560
549,07/31/19 09:30:01 PM,0.1986,0.2560,0.2557
550,07/31/19 10:00:01 PM,0.1986,0.2557,0.2557
551,07/31/19 10:30:01 PM,0.1986,0.2553,0.2560
552,07/31/19 11:00:01 PM,0.1986,0.2553,0.2557
553,07/31/19 11:30:01 PM,0.1986,0.2553,0.2557
554,08/01/19 12:00:01 AM,0.1986,0.2553,0.2557
555,08/01/19 12:30:01 AM,0.1978,0.2553,0.2564
556,08/01/19 01:00:01 AM,0.1978,0.2557,0.2557
557,08/01/19 01:30:01 AM,0.1978,0.2557,0.2557
558,08/01/19 02:00:01 AM,0.1978,0.2560,0.2560
559,08/01/19 02:30:01 AM,0.1978,0.2564,0.2564
560,08/01/19 03:00:01 AM,0.1978,0.2567,0.2560
561,08/01/19 03:30:01 AM,0.1978,0.2571,0.2560
562,08/01/19 04:00:01 AM,0.1978,0.2571,0.2560
563,08/01/19 04:30:01 AM,0.1971,0.2575,0.2564
564,08/01/19 05:00:01 AM,0.1971,0.2582,0.2553
565,08/01/19 05:30:01 AM,0.1971,0.2585,0.2553
566,08/01/19 06:00:01 AM,0.1971,0.2585,0.2553
567,08/01/19 06:30:01 AM,0.1971,0.2589,0.2553
568,08/01/19 07:00:01 AM,0.1971,0.2589,0.2557
569,08/01/19 07:30:01 AM,0.1971,0.2589,0.2557
570,08/01/19 08:00:01 AM,0.1971,0.2600,0.2553
571,08/01/19 08:30:01 AM,0.1971,0.2604,0.2550
572,08/01/19 09:00:01 AM,0.1978,0.2600,0.2550
573,08/01/19 09:30:01 AM,0.1971,0.2607,0.2553
574,08/01/19 10:00:01 AM,0.1971,0.2604,0.2553
575,08/01/19 10:30:01 AM,0.1971,0.2604,0.2550
576,08/01/19 11:00:01 AM,0.1971,0.2600,0.2550
577,08/01/19 11:30:01 AM,0.1971,0.2596,0.2546
578,08/01/19 12:00:01 PM,0.1971,0.2592,0.2550
579,08/01/19 12:30:01 PM,0.1971,0.2589,0.2546
580,08/01/19 01:00:01 PM,0.1971,0.2585,0.2546
581,08/01/19 01:30:01 PM,0.1971,0.2579,0.2550
582,08/01/19 02:00:01 PM,0.1971,0.2579,0.2546
583,08/01/19 02:30:01 PM,0.1971,0.2567,0.2546
584,08/01/19 03:00:01 PM,0.1971,0.2560,0.2546
585,08/01/19 03:30:01 PM,0.1971,0.2546,0.2546
586,08/01/19 04:00:01 PM,0.1971,0.2546,0.2542
587,08/01/19 04:30:01 PM,0.1971,0.2542,0.2542
588,08/01/19 05:00:01 PM,0.1971,0.2542,0.2542
589,08/01/19 05:30:01 PM,0.1971,0.2538,0.2542
590,08/01/19 06:00:01 PM,0.1964,0.2534,0.2542
591,08/01/19 06:30:01 PM,0.1964,0.2532,0.2538
592,08/01/19 07:00:01 PM,0.1964,0.2528,0.2542
593,08/01/19 07:30:01 PM,0.1964,0.2528,0.2542
594,08/01/19 08:00:01 PM,0.1964,0.2528,0.2534
595,08/01/19 08:30:01 PM,0.1964,0.2520,0.2542
596,08/01/19 09:00:01 PM,0.1964,0.2520,0.2534
597,08/01/19 09:30:01 PM,0.1964,0.2520,0.2542
598,08/01/19 10:00:01 PM,0.1957,0.2516,0.2542
599,08/01/19 10:30:01 PM,0.1957,0.2512,0.2542
600,08/01/19 11:00:01 PM,0.1957,0.2512,0.2542
601,08/01/19 11:30:01 PM,0.1957,0.2512,0.2542
602,08/02/19 12:00:01 AM,0.1957,0.2520,0.2534
603,08/02/19 12:30:01 AM,0.1957,0.2516,0.2542
604,08/02/19 01:00:01 AM,0.1957,0.2524,0.2538
605,08/02/19 01:30:01 AM,0.1957,0.2520,0.2538
606,08/02/19 02:00:01 AM,0.1957,0.2524,0.2542
607,08/02/19 02:30:01 AM,0.1957,0.2532,0.2542
608,08/02/19 03:00:01 AM,0.1949,0.2524,0.2542
609,08/02/19 03:30:01 AM,0.1949,0.2534,0.2542
610,08/02/19 04:00:01 AM,0.1949,0.2534,0.2542
611,08/02/19 04:30:01 AM,0.1949,0.2538,0.2538
612,08/02/19 05:00:01 AM,0.1949,0.2542,0.2542
613,08/02/19 05:30:01 AM,0.1949,0.2550,0.2538
614,08/02/19 06:00:01 AM,0.1949,0.2550,0.2538
615,08/02/19 06:30:01 AM,0.1949,0.2550,0.2538
616,08/02/19 07:00:01 AM,0.1949,0.2557,0.2534
617,08/02/19 07:30:01 AM,0.1949,0.2553,0.2534
618,08/02/19 08:00:01 AM,0.1949,0.2560,0.2534
619,08/02/19 08:30:01 AM,0.1949,0.2564,0.2534
620,08/02/19 09:00:01 AM,0.1949,0.2567,0.2534
621,08/02/19 09:30:01 AM,0.1949,0.2564,0.2534
622,08/02/19 10:00:01 AM,0.1949,0.2564,0.2534
623,08/02/19 10:30:01 AM,0.1949,0.2564,0.2534
624,08/02/19 11:00:01 AM,0.1949,0.2557,0.2532
625,08/02/19 11:30:01 AM,0.1949,0.2553,0.2534
626,08/02/19 12:00:01 PM,0.1949,0.2553,0.2532
627,08/02/19 12:30:01 PM,0.1949,0.2550,0.2532
628,08/02/19 01:00:01 PM,0.1949,0.2546,0.2528
629,08/02/19 01:30:01 PM,0.1949,0.2542,0.2528
630,08/02/19 02:00:01 PM,0.1949,0.2534,0.2524
631,08/02/19 02:30:01 PM,0.1949,0.2532,0.2524
632,08/02/19 03:00:01 PM,0.1949,0.2520,0.2528
633,08/02/19 03:30:01 PM,0.1949,0.2520,0.2524
634,08/02/19 04:00:01 PM,0.1949,0.2512,0.2528
635,08/02/19 04:30:01 PM,0.1949,0.2512,0.2520
636,08/02/19 05:00:01 PM,0.1949,0.2505,0.2524
637,08/02/19 05:30:01 PM,0.1949,0.2498,0.2528
638,08/02/19 06:00:01 PM,0.1949,0.2498,0.2524
639,08/02/19 06:30:01 PM,0.1942,0.2490,0.2524
640,08/02/19 07:00:01 PM,0.1942,0.2490,0.2520
641,08/02/19 07:30:01 PM,0.1942,0.2494,0.2524
642,08/02/19 08:00:01 PM,0.1942,0.2487,0.2520
643,08/02/19 08:30:01 PM,0.1942,0.2487,0.2520
644,08/02/19 09:00:01 PM,0.1942,0.2479,0.2520
645,08/02/19 09:30:01 PM,0.1942,0.2483,0.2520
646,08/02/19 10:00:01 PM,0.1935,0.2479,0.2520
647,08/02/19 10:30:01 PM,0.1935,0.2475,0.2520
648,08/02/19 11:00:01 PM,0.1935,0.2479,0.2516
649,08/02/19 11:30:01 PM,0.1935,0.2471,0.2520
650,08/03/19 12:00:01 AM,0.1935,0.2475,0.2520
651,08/03/19 12:30:01 AM,0.1935,0.2471,0.2520
652,08/03/19 01:00:01 AM,0.1935,0.2475,0.2520
653,08/03/19 01:30:01 AM,0.1935,0.2475,0.2520
654,08/03/19 02:00:01 AM,0.1935,0.2487,0.2516
655,08/03/19 02:30:01 AM,0.1935,0.2483,0.2524
656,08/03/19 03:00:01 AM,0.1928,0.2487,0.2524
657,08/03/19 03:30:01 AM,0.1935,0.2483,0.2520
658,08/03/19 04:00:01 AM,0.1928,0.2490,0.2520
659,08/03/19 04:30:01 AM,0.1928,0.2494,0.2516
660,08/03/19 05:00:01 AM,0.1928,0.2498,0.2520
661,08/03/19 05:30:01 AM,0.1928,0.2498,0.2520
662,08/03/19 06:00:01 AM,0.1928,0.2505,0.2520
663,08/03/19 06:30:01 AM,0.1928,0.2505,0.2516
664,08/03/19 07:00:01 AM,0.1928,0.2505,0.2520
665,08/03/19 07:30:01 AM,0.1928,0.2512,0.2516
666,08/03/19 08:00:01 AM,0.1928,0.2512,0.2520
667,08/03/19 08:30:01 AM,0.1928,0.2516,0.2516
668,08/03/19 09:00:01 AM,0.1928,0.2524,0.2512
669,08/03/19 09:30:01 AM,0.1928,0.2520,0.2516
670,08/03/19 10:00:01 AM,0.1928,0.2524,0.2516
671,08/03/19 10:30:01 AM,0.1928,0.2516,0.2516
672,08/03/19 11:00:01 AM,0.1928,0.2516,0.2516
673,08/03/19 11:30:01 AM,0.1928,0.2516,0.2516
674,08/03/19 12:00:01 PM,0.1928,0.2505,0.2512
675,08/03/19 12:30:01 PM,0.1928,0.2502,0.2512
676,08/03/19 01:00:01 PM,0.1928,0.2498,0.2512
677,08/03/19 01:30:01 PM,0.1928,0.2494,0.2512
678,08/03/19 02:00:01 PM,0.1928,0.2494,0.2512
679,08/03/19 02:30:01 PM,0.1928,0.2487,0.2512
680,08/03/19 03:00:01 PM,0.1928,0.2479,0.2509
681,08/03/19 03:30:01 PM,0.1928,0.2471,0.2509
682,08/03/19 04:00:01 PM,0.1928,0.2471,0.2505
683,08/03/19 04:30:01 PM,0.1928,0.2468,0.2512
684,08/03/19 05:00:01 PM,0.1928,0.2464,0.2509
685,08/03/19 05:30:01 PM,0.1928,0.2464,0.2505
686,08/03/19 06:00:01 PM,0.1928,0.2452,0.2505
687,08/03/19 06:30:01 PM,0.1928,0.2452,0.2512
688,08/03/19 07:00:01 PM,0.1928,0.2452,0.2509
689,08/03/19 07:30:01 PM,0.1920,0.2445,0.2509
690,08/03/19 08:00:01 PM,0.1920,0.2445,0.2509
691,08/03/19 08:30:01 PM,0.1920,0.2445,0.2505
692,08/03/19 09:00:01 PM,0.1920,0.2445,0.2509
693,08/03/19 09:30:01 PM,0.1920,0.2445,0.2509
694,08/03/19 10:00:01 PM,0.1920,0.2437,0.2505
695,08/03/19 10:30:01 PM,0.1920,0.2437,0.2505
696,08/03/19 11:00:01 PM,0.1920,0.2434,0.2509
697,08/03/19 11:30:01 PM,0.1913,0.2434,0.2509
698,08/04/19 12:00:01 AM,0.1920,0.2434,0.2502
699,08/04/19 12:30:01 AM,0.1913,0.2434,0.2505
700,08/04/19 01:00:01 AM,0.1913,0.2434,0.2505
701,08/04/19 01:30:01 AM,0.1913,0.2434,0.2505
702,08/04/19 02:00:01 AM,0.1913,0.2434,0.2509
703,08/04/19 02:30:01 AM,0.1913,0.2437,0.2505
704,08/04/19 03:00:01 AM,0.1913,0.2445,0.2509
705,08/04/19 03:30:01 AM,0.1913,0.2445,0.2505
706,08/04/19 04:00:01 AM,0.1913,0.2445,0.2505
707,08/04/19 04:30:01 AM,0.1913,0.2449,0.2509
708,08/04/19 05:00:01 AM,0.1913,0.2456,0.2505
709,08/04/19 05:30:01 AM,0.1913,0.2456,0.2505
710,08/04/19 06:00:01 AM,0.1913,0.2460,0.2505
711,08/04/19 06:30:01 AM,0.1913,0.2464,0.2505
712,08/04/19 07:00:01 AM,0.1913,0.2464,0.2505
713,08/04/19 07:30:01 AM,0.1906,0.2468,0.2502
714,08/04/19 08:00:01 AM,0.1906,0.2468,0.2505
715,08/04/19 08:30:01 AM,0.1906,0.2475,0.2505
716,08/04/19 09:00:01 AM,0.1913,0.2479,0.2505
717,08/04/19 09:30:01 AM,0.1913,0.2479,0.2505
718,08/04/19 10:00:01 AM,0.1913,0.2475,0.2505
719,08/04/19 10:30:01 AM,0.1913,0.2475,0.2505
720,08/04/19 11:00:01 AM,0.1913,0.2471,0.2502
721,08/04/19 11:30:01 AM,0.1913,0.2468,0.2502
722,08/04/19 12:00:01 PM,0.1913,0.2464,0.2498
723,08/04/19 12:30:01 PM,0.1913,0.2460,0.2502
724,08/04/19 01:00:01 PM,0.1906,0.2456,0.2498
725,08/04/19 01:30:01 PM,0.1913,0.2452,0.2502
726,08/04/19 02:00:01 PM,0.1913,0.2449,0.2502
727,08/04/19 02:30:01 PM,0.1913,0.2437,0.2498
728,08/04/19 03:00:01 PM,0.1913,0.2434,0.2494
729,08/04/19 03:30:01 PM,0.1913,0.2430,0.2498
730,08/04/19 04:00:01 PM,0.1906,0.2430,0.2494
731,08/04/19 04:30:01 PM,0.1906,0.2421,0.2498
732,08/04/19 05:00:01 PM,0.1906,0.2418,0.2494
733,08/04/19 05:30:01 PM,0.1906,0.2414,0.2494
734,08/04/19 06:00:01 PM,0.1906,0.2410,0.2494
735,08/04/19 06:30:01 PM,0.1906,0.2410,0.2490
736,08/04/19 07:00:01 PM,0.1906,0.2403,0.2490
737,08/04/19 07:30:01 PM,0.1906,0.2403,0.2498
738,08/04/19 08:00:01 PM,0.1906,0.2399,0.2494
739,08/04/19 08:30:01 PM,0.1906,0.2403,0.2490
740,08/04/19 09:00:01 PM,0.1906,0.2399,0.2490
741,08/04/19 09:30:01 PM,0.1906,0.2394,0.2494
742,08/04/19 10:00:01 PM,0.1899,0.2390,0.2494
743,08/04/19 10:30:01 PM,0.1899,0.2390,0.2490
744,08/04/19 11:00:01 PM,0.1899,0.2387,0.2490
745,08/04/19 11:30:01 PM,0.1899,0.2390,0.2490
746,08/05/19 12:00:01 AM,0.1899,0.2387,0.2498
747,08/05/19 12:30:01 AM,0.1899,0.2390,0.2487
748,08/05/19 01:00:01 AM,0.1899,0.2390,0.2494
749,08/05/19 01:30:01 AM,0.1899,0.2390,0.2490
750,08/05/19 02:00:01 AM,0.1899,0.2394,0.2490
751,08/05/19 02:30:01 AM,0.1899,0.2399,0.2490
752,08/05/19 03:00:01 AM,0.1899,0.2403,0.2490
753,08/05/19 03:30:01 AM,0.1899,0.2403,0.2498
754,08/05/19 04:00:01 AM,0.1891,0.2414,0.2490
755,08/05/19 04:30:01 AM,0.1891,0.2410,0.2494
756,08/05/19 05:00:01 AM,0.1891,0.2414,0.2494
757,08/05/19 05:30:01 AM,0.1891,0.2414,0.2490
758,08/05/19 06:00:01 AM,0.1891,0.2418,0.2487
759,08/05/19 06:30:01 AM,0.1891,0.2425,0.2490
760,08/05/19 07:00:01 AM,0.1891,0.2425,0.2487
761,08/05/19 07:30:01 AM,0.1891,0.2434,0.2494
762,08/05/19 08:00:01 AM,0.1891,0.2434,0.2490
763,08/05/19 08:30:01 AM,0.1891,0.2437,0.2490
764,08/05/19 09:00:01 AM,0.1899,0.2437,0.2494
765,08/05/19 09:30:01 AM,0.1891,0.2449,0.2483
766,08/05/19 10:00:01 AM,0.1891,0.2441,0.2490
767,08/05/19 10:30:01 AM,0.1891,0.2441,0.2490
768,08/05/19 11:00:01 AM,0.1891,0.2430,0.2487
769,08/05/19 11:30:01 AM,0.1891,0.2425,0.2490
770,08/05/19 12:00:01 PM,0.1891,0.2421,0.2487
771,08/05/19 12:30:01 PM,0.1891,0.2425,0.2487
772,08/05/19 01:00:01 PM,0.1891,0.2418,0.2487
773,08/05/19 01:30:01 PM,0.1891,0.2414,0.2483
774,08/05/19 02:00:01 PM,0.1891,0.2410,0.2483
775,08/05/19 02:30:01 PM,0.1891,0.2406,0.2475
776,08/05/19 03:00:01 PM,0.1891,0.2403,0.2479
777,08/05/19 03:30:01 PM,0.1891,0.2390,0.2479
778,08/05/19 04:00:01 PM,0.1891,0.2390,0.2479
779,08/05/19 04:30:01 PM,0.1891,0.2383,0.2479
780,08/05/19 05:00:01 PM,0.1891,0.2387,0.2475
781,08/05/19 05:30:01 PM,0.1891,0.2383,0.2475
782,08/05/19 06:00:01 PM,0.1891,0.2379,0.2479
783,08/05/19 06:30:01 PM,0.1891,0.2371,0.2483
784,08/05/19 07:00:01 PM,0.1891,0.2363,0.2475
785,08/05/19 07:30:01 PM,0.1891,0.2367,0.2471
786,08/05/19 08:00:01 PM,0.1891,0.2355,0.2479
787,08/05/19 08:30:01 PM,0.1891,0.2355,0.2475
788,08/05/19 09:00:01 PM,0.1891,0.2351,0.2475
789,08/05/19 09:30:01 PM,0.1891,0.2355,0.2475
790,08/05/19 10:00:01 PM,0.1884,0.2347,0.2475
791,08/05/19 10:30:01 PM,0.1884,0.2344,0.2475
792,08/05/19 11:00:01 PM,0.1884,0.2344,0.2479
793,08/05/19 11:30:01 PM,0.1884,0.2335,0.2475
794,08/06/19 12:00:01 AM,0.1884,0.2344,0.2475
795,08/06/19 12:30:01 AM,0.1884,0.2330,0.2475
796,08/06/19 01:00:01 AM,0.1884,0.2339,0.2475
797,08/06/19 01:30:01 AM,0.1884,0.2335,0.2475
798,08/06/19 02:00:01 AM,0.1884,0.2339,0.2475
799,08/06/19 02:30:01 AM,0.1884,0.2339,0.2479
800,08/06/19 03:00:01 AM,0.1884,0.2344,0.2479
801,08/06/19 03:30:01 AM,0.1884,0.2344,0.2475
802,08/06/19 04:00:01 AM,0.1884,0.2347,0.2475
803,08/06/19 04:30:01 AM,0.1884,0.2351,0.2479
804,08/06/19 05:00:01 AM,0.1877,0.2351,0.2479
805,08/06/19 05:30:01 AM,0.1877,0.2355,0.2479
806,08/06/19 06:00:01 AM,0.1884,0.2355,0.2475
807,08/06/19 06:30:01 AM,0.1877,0.2355,0.2475
808,08/06/19 07:00:01 AM,0.1877,0.2358,0.2471
809,08/06/19 07:30:01 AM,0.1877,0.2358,0.2468
810,08/06/19 08:00:01 AM,0.1884,0.2367,0.2479
811,08/06/19 08:30:01 AM,0.1884,0.2363,0.2475
812,08/06/19 09:00:01 AM,0.1884,0.2367,0.2475
813,08/06/19 09:30:01 AM,0.1884,0.2363,0.2475
814,08/06/19 10:00:01 AM,0.1884,0.2363,0.2475
815,08/06/19 10:30:01 AM,0.1884,0.2363,0.2471
816,08/06/19 11:00:01 AM,0.1877,0.2351,0.2471
817,08/06/19 11:30:01 AM,0.1877,0.2351,0.2468
818,08/06/19 12:00:01 PM,0.1884,0.2351,0.2471
819,08/06/19 12:30:01 PM,0.1877,0.2347,0.2471
820,08/06/19 01:00:01 PM,0.1877,0.2351,0.2464
821,08/06/19 01:30:01 PM,0.1877,0.2339,0.2464
822,08/06/19 02:00:01 PM,0.1877,0.2344,0.2468
823,08/06/19 02:30:01 PM,0.1877,0.2335,0.2468
824,08/06/19 03:00:01 PM,0.1884,0.2335,0.2468
825,08/06/19 03:30:01 PM,0.1877,0.2339,0.2468
826,08/06/19 04:00:01 PM,0.1877,0.2335,0.2464
827,08/06/19 04:30:01 PM,0.1877,0.2327,0.2456
828,08/06/19 05:00:01 PM,0.1877,0.2323,0.2460
829,08/06/19 05:30:01 PM,0.1877,0.2323,0.2464
830,08/06/19 06:00:01 PM,0.1877,0.2315,0.2460
831,08/06/19 06:30:01 PM,0.1877,0.2311,0.2464
832,08/06/19 07:00:01 PM,0.1877,0.2311,0.2464
833,08/06/19 07:30:01 PM,0.1877,0.2311,0.2464
834,08/06/19 08:00:01 PM,0.1877,0.2303,0.2460
835,08/06/19 08:30:01 PM,0.1877,0.2294,0.2456
836,08/06/19 09:00:01 PM,0.1877,0.2294,0.2460
837,08/06/19 09:30:01 PM,0.1877,0.2294,0.2460
838,08/06/19 10:00:01 PM,0.1870,0.2291,0.2464
839,08/06/19 10:30:01 PM,0.1870,0.2291,0.2460
840,08/06/19 11:00:01 PM,0.1870,0.2294,0.2460
841,08/06/19 11:30:01 PM,0.1870,0.2286,0.2460
842,08/07/19 12:00:01 AM,0.1870,0.2291,0.2464
843,08/07/19 12:30:01 AM,0.1870,0.2291,0.2464
844,08/07/19 01:00:01 AM,0.1870,0.2286,0.2464
845,08/07/19 01:30:01 AM,0.1870,0.2282,0.2464
846,08/07/19 02:00:01 AM,0.1870,0.2282,0.2464
847,08/07/19 02:30:01 AM,0.1870,0.2291,0.2464
848,08/07/19 03:00:01 AM,0.1870,0.2291,0.2460
849,08/07/19 03:30:01 AM,0.1870,0.2294,0.2460
850,08/07/19 04:00:01 AM,0.1870,0.2294,0.2460
851,08/07/19 04:30:01 AM,0.1870,0.2303,0.2468
852,08/07/19 05:00:01 AM,0.1870,0.2306,0.2456
853,08/07/19 05:30:01 AM,0.1870,0.2303,0.2464
854,08/07/19 06:00:01 AM,0.1870,0.2306,0.2464
855,08/07/19 06:30:01 AM,0.1870,0.2315,0.2460
856,08/07/19 07:00:01 AM,0.1870,0.2318,0.2460
