"Plot Title: CM2SM"
"#","Date Time, GMT-08:00","Water Content, m³/m³ (LGR S/N: 20418941, SEN S/N: 20684002, LBL: 30CM)","Water Content, m³/m³ (LGR S/N: 20418941, SEN S/N: 20684005, LBL: 10 CM)","Water Content, m³/m³ (LGR S/N: 20418941, SEN S/N: 20684009, LBL: 1M)"
1904,01/02/21 01:30:01 AM,0.3140,0.2418,0.2538
1905,01/02/21 02:00:01 AM,0.3140,0.2418,0.2538
1906,01/02/21 02:30:01 AM,0.3140,0.2418,0.2538
1907,01/02/21 03:00:01 AM,0.3140,0.2418,0.2538
1908,01/02/21 03:30:01 AM,0.3140,0.2418,0.2538
1909,01/02/21 04:00:01 AM,0.3140,0.2418,0.2538
1910,01/02/21 04:30:01 AM,0.3140,0.2418,0.2538
1911,01/02/21 05:00:01 AM,0.3140,0.2418,0.2538
1912,01/02/21 05:30:01 AM,0.3140,0.2418,0.2538
1913,01/02/21 06:00:01 AM,0.3140,0.2418,0.2538
1914,01/02/21 06:30:01 AM,0.3140,0.2418,0.2538
1915,01/02/21 07:00:01 AM,0.3140,0.2418,0.2538
1916,01/02/21 07:30:01 AM,0.3140,0.2418,0.2534
1917,01/02/21 08:00:01 AM,0.3140,0.2418,0.2538
1918,01/02/21 08:30:01 AM,0.3140,0.2418,0.2538
1919,01/02/21 09:00:01 AM,0.3140,0.2418,0.2534
1920,01/02/21 09:30:01 AM,0.3140,0.2418,0.2534
1921,01/02/21 10:00:01 AM,0.3140,0.2418,0.2538
1922,01/02/21 10:30:01 AM,0.3140,0.2418,0.2534
1923,01/02/21 11:00:01 AM,0.3140,0.2418,0.2534
1924,01/02/21 11:30:01 AM,0.3140,0.2421,0.2534
1925,01/02/21 12:00:01 PM,0.3140,0.2421,0.2534
1926,01/02/21 12:30:01 PM,0.3140,0.2421,0.2291
1927,01/02/21 01:00:01 PM,0.3140,0.2418,0.2294
1928,01/02/21 01:30:01 PM,0.3140,0.2418,0.2374
1929,01/02/21 02:00:01 PM,0.3140,0.2418,0.2371
1930,01/02/21 02:30:01 PM,0.3140,0.2421,0.2355
1931,01/02/21 03:00:01 PM,0.3140,0.2421,0.2403
1932,01/02/21 03:30:01 PM,0.3140,0.2421,0.2534
1933,01/02/21 04:00:01 PM,0.3140,0.2425,0.2532
1934,01/02/21 04:30:01 PM,0.3140,0.2430,0.2532
1935,01/02/21 05:00:01 PM,0.3140,0.2434,0.2532
1936,01/02/21 05:30:01 PM,0.3140,0.2445,0.2532
1937,01/02/21 06:00:01 PM,0.3144,0.2456,0.2532
1938,01/02/21 06:30:01 PM,0.3140,0.2464,0.2532
1939,01/02/21 07:00:01 PM,0.3144,0.2468,0.2532
1940,01/02/21 07:30:01 PM,0.3148,0.2475,0.2532
1941,01/02/21 08:00:01 PM,0.3148,0.2479,0.2528
1942,01/02/21 08:30:01 PM,0.3151,0.2479,0.2532
1943,01/02/21 09:00:01 PM,0.3156,0.2483,0.2532
1944,01/02/21 09:30:01 PM,0.3160,0.2483,0.2528
1945,01/02/21 10:00:01 PM,0.3163,0.2483,0.2532
1946,01/02/21 10:30:01 PM,0.3163,0.2483,0.2532
1947,01/02/21 11:00:01 PM,0.3168,0.2483,0.2528
1948,01/02/21 11:30:01 PM,0.3168,0.2487,0.2528
1949,01/03/21 12:00:01 AM,0.3171,0.2483,0.2528
1950,01/03/21 12:30:01 AM,0.3175,0.2483,0.2528
1951,01/03/21 01:00:01 AM,0.3175,0.2487,0.2528
1952,01/03/21 01:30:01 AM,0.3175,0.2490,0.2528
1953,01/03/21 02:00:01 AM,0.3178,0.2498,0.2528
1954,01/03/21 02:30:01 AM,0.3178,0.2502,0.2528
1955,01/03/21 03:00:01 AM,0.3183,0.2509,0.2528
1956,01/03/21 03:30:01 AM,0.3187,0.2509,0.2528
1957,01/03/21 04:00:01 AM,0.3192,0.2512,0.2528
1958,01/03/21 04:30:01 AM,0.3192,0.2512,0.2528
1959,01/03/21 05:00:01 AM,0.3195,0.2512,0.2528
1960,01/03/21 05:30:01 AM,0.3195,0.2512,0.2528
1961,01/03/21 06:00:01 AM,0.3199,0.2512,0.2528
1962,01/03/21 06:30:01 AM,0.3204,0.2512,0.2528
1963,01/03/21 07:00:01 AM,0.3204,0.2512,0.2524
1964,01/03/21 07:30:01 AM,0.3204,0.2512,0.2524
1965,01/03/21 08:00:01 AM,0.3204,0.2512,0.2524
1966,01/03/21 08:30:01 AM,0.3207,0.2512,0.2528
1967,01/03/21 09:00:01 AM,0.3207,0.2516,0.2524
1968,01/03/21 09:30:01 AM,0.3207,0.2520,0.2524
1969,01/03/21 10:00:01 AM,0.3207,0.2520,0.2524
1970,01/03/21 10:30:01 AM,0.3211,0.2520,0.2524
1971,01/03/21 11:00:01 AM,0.3211,0.2520,0.2524
1972,01/03/21 11:30:01 AM,0.3216,0.2520,0.2524
1973,01/03/21 12:00:01 PM,0.3216,0.2524,0.2524
1974,01/03/21 12:30:01 PM,0.3216,0.2524,0.1425
1975,01/03/21 01:00:01 PM,0.3219,0.2528,0.2520
1976,01/03/21 01:30:01 PM,0.3223,0.2534,0.0902
1977,01/03/21 02:00:01 PM,0.3223,0.2538,0.2520
1978,01/03/21 02:30:01 PM,0.3228,0.2546,0.2520
1979,01/03/21 03:00:01 PM,0.3231,0.2550,0.1455
1980,01/03/21 03:30:01 PM,0.3235,0.2553,0.2520
1981,01/03/21 04:00:01 PM,0.3235,0.2553,0.2520
1982,01/03/21 04:30:01 PM,0.3244,0.2553,0.2520
1983,01/03/21 05:00:01 PM,0.3244,0.2553,0.2520
1984,01/03/21 05:30:01 PM,0.3244,0.2553,0.2520
1985,01/03/21 06:00:01 PM,0.3244,0.2550,0.2520
1986,01/03/21 06:30:01 PM,0.3244,0.2550,0.2520
1987,01/03/21 07:00:01 PM,0.3244,0.2546,0.2520
1988,01/03/21 07:30:01 PM,0.3244,0.2546,0.2520
1989,01/03/21 08:00:01 PM,0.3244,0.2542,0.2520
1990,01/03/21 08:30:01 PM,0.3244,0.2542,0.2520
1991,01/03/21 09:00:01 PM,0.3240,0.2538,0.2520
1992,01/03/21 09:30:01 PM,0.3240,0.2538,0.2520
1993,01/03/21 10:00:01 PM,0.3240,0.2534,0.2520
1994,01/03/21 10:30:01 PM,0.3240,0.2534,0.2520
1995,01/03/21 11:00:01 PM,0.3235,0.2532,0.2516
1996,01/03/21 11:30:01 PM,0.3235,0.2532,0.2516
1997,01/04/21 12:00:01 AM,0.3235,0.2532,0.2516
1998,01/04/21 12:30:01 AM,0.3231,0.2532,0.2516
1999,01/04/21 01:00:01 AM,0.3231,0.2528,0.2516
2000,01/04/21 01:30:01 AM,0.3231,0.2528,0.2516
2001,01/04/21 02:00:01 AM,0.3231,0.2528,0.2516
2002,01/04/21 02:30:01 AM,0.3231,0.2528,0.2516
2003,01/04/21 03:00:01 AM,0.3231,0.2524,0.2516
2004,01/04/21 03:30:01 AM,0.3228,0.2524,0.2516
2005,01/04/21 04:00:01 AM,0.3228,0.2520,0.2516
2006,01/04/21 04:30:01 AM,0.3228,0.2520,0.2516
2007,01/04/21 05:00:01 AM,0.3223,0.2520,0.2516
2008,01/04/21 05:30:01 AM,0.3228,0.2520,0.2516
2009,01/04/21 06:00:01 AM,0.3228,0.2520,0.2516
2010,01/04/21 06:30:01 AM,0.3223,0.2520,0.2516
2011,01/04/21 07:00:01 AM,0.3223,0.2520,0.2516
2012,01/04/21 07:30:01 AM,0.3223,0.2520,0.2516
2013,01/04/21 08:00:01 AM,0.3223,0.2520,0.2516
2014,01/04/21 08:30:01 AM,0.3228,0.2524,0.2516
2015,01/04/21 09:00:01 AM,0.3228,0.2534,0.2516
2016,01/04/21 09:30:01 AM,0.3231,0.2579,0.2516
2017,01/04/21 10:00:01 AM,0.3249,0.2639,0.2520
2018,01/04/21 10:30:01 AM,0.3286,0.2646,0.2520
2019,01/04/21 11:00:01 AM,0.3308,0.2650,0.2524
2020,01/04/21 11:30:01 AM,0.3321,0.2653,0.2524
2021,01/04/21 12:00:01 PM,0.3321,0.2653,0.2532
2022,01/04/21 12:30:01 PM,0.3326,0.2660,0.2542
2023,01/04/21 01:00:01 PM,0.3330,0.2666,0.2575
2024,01/04/21 01:30:01 PM,0.3335,0.2666,0.2639
2025,01/04/21 02:00:01 PM,0.3330,0.2664,0.2722
2026,01/04/21 02:30:01 PM,0.3330,0.2670,0.2786
2027,01/04/21 03:00:01 PM,0.3330,0.2666,0.2827
2028,01/04/21 03:30:01 PM,0.3330,0.2664,0.2853
2029,01/04/21 04:00:01 PM,0.3326,0.2657,0.2868
2030,01/04/21 04:30:01 PM,0.3317,0.2650,0.2877
2031,01/04/21 05:00:01 PM,0.3308,0.2639,0.2884
2032,01/04/21 05:30:01 PM,0.3304,0.2632,0.2887
2033,01/04/21 06:00:01 PM,0.3295,0.2624,0.2890
2034,01/04/21 06:30:01 PM,0.3290,0.2621,0.2890
2035,01/04/21 07:00:01 PM,0.3286,0.2615,0.2890
2036,01/04/21 07:30:01 PM,0.3286,0.2611,0.2890
2037,01/04/21 08:00:01 PM,0.3282,0.2607,0.2890
2038,01/04/21 08:30:01 PM,0.3282,0.2604,0.2890
2039,01/04/21 09:00:01 PM,0.3277,0.2604,0.2890
2040,01/04/21 09:30:01 PM,0.3277,0.2600,0.2890
2041,01/04/21 10:00:01 PM,0.3274,0.2596,0.2890
2042,01/04/21 10:30:01 PM,0.3274,0.2596,0.2890
2043,01/04/21 11:00:01 PM,0.3274,0.2592,0.2890
2044,01/04/21 11:30:01 PM,0.3274,0.2589,0.2890
2045,01/05/21 12:00:01 AM,0.3269,0.2589,0.2890
2046,01/05/21 12:30:01 AM,0.3269,0.2585,0.2890
2047,01/05/21 01:00:01 AM,0.3269,0.2585,0.2890
2048,01/05/21 01:30:01 AM,0.3269,0.2582,0.2895
2049,01/05/21 02:00:01 AM,0.3269,0.2582,0.2895
2050,01/05/21 02:30:01 AM,0.3265,0.2579,0.2895
2051,01/05/21 03:00:01 AM,0.3265,0.2579,0.2895
2052,01/05/21 03:30:01 AM,0.3261,0.2575,0.2895
2053,01/05/21 04:00:01 AM,0.3261,0.2575,0.2890
2054,01/05/21 04:30:01 AM,0.3256,0.2571,0.2890
2055,01/05/21 05:00:01 AM,0.3256,0.2571,0.2890
2056,01/05/21 05:30:01 AM,0.3256,0.2567,0.2589
2057,01/05/21 06:00:01 AM,0.3252,0.2567,0.2887
2058,01/05/21 06:30:01 AM,0.3252,0.2564,0.2890
2059,01/05/21 07:00:01 AM,0.3252,0.2564,0.2887
2060,01/05/21 07:30:01 AM,0.3249,0.2560,0.2887
2061,01/05/21 08:00:01 AM,0.3249,0.2560,0.2887
2062,01/05/21 08:30:01 AM,0.3249,0.2560,0.2890
2063,01/05/21 09:00:01 AM,0.3244,0.2560,0.2890
2064,01/05/21 09:30:01 AM,0.3244,0.2557,0.2890
2065,01/05/21 10:00:01 AM,0.3240,0.2557,0.2890
2066,01/05/21 10:30:01 AM,0.3240,0.2557,0.2890
2067,01/05/21 11:00:01 AM,0.3240,0.2557,0.2890
2068,01/05/21 11:30:01 AM,0.3240,0.2553,0.2887
2069,01/05/21 12:00:01 PM,0.3240,0.2553,0.2887
2070,01/05/21 12:30:01 PM,0.3240,0.2553,0.2887
2071,01/05/21 01:00:01 PM,0.3235,0.2550,0.2887
2072,01/05/21 01:30:01 PM,0.3235,0.2550,0.2887
2073,01/05/21 02:00:01 PM,0.3240,0.2550,0.2887
2074,01/05/21 02:30:01 PM,0.3235,0.2550,0.2884
2075,01/05/21 03:00:01 PM,0.3235,0.2546,0.2884
2076,01/05/21 03:30:01 PM,0.3235,0.2546,0.2664
2077,01/05/21 04:00:01 PM,0.3235,0.2546,0.2701
2078,01/05/21 04:30:01 PM,0.3235,0.2542,0.2881
2079,01/05/21 05:00:01 PM,0.3231,0.2542,0.2884
2080,01/05/21 05:30:01 PM,0.3235,0.2542,0.2884
2081,01/05/21 06:00:01 PM,0.3235,0.2542,0.2881
2082,01/05/21 06:30:01 PM,0.3231,0.2538,0.2881
2083,01/05/21 07:00:01 PM,0.3231,0.2538,0.2881
2084,01/05/21 07:30:01 PM,0.3235,0.2538,0.2877
2085,01/05/21 08:00:01 PM,0.3231,0.2538,0.2874
2086,01/05/21 08:30:01 PM,0.3231,0.2538,0.2874
2087,01/05/21 09:00:01 PM,0.3231,0.2534,0.2877
2088,01/05/21 09:30:01 PM,0.3231,0.2538,0.2877
2089,01/05/21 10:00:01 PM,0.3231,0.2538,0.2877
2090,01/05/21 10:30:01 PM,0.3231,0.2538,0.2877
2091,01/05/21 11:00:01 PM,0.3231,0.2534,0.2877
2092,01/05/21 11:30:01 PM,0.3231,0.2534,0.2874
2093,01/06/21 12:00:01 AM,0.3228,0.2534,0.2874
2094,01/06/21 12:30:01 AM,0.3228,0.2534,0.2618
2095,01/06/21 01:00:01 AM,0.3228,0.2534,0.2874
2096,01/06/21 01:30:01 AM,0.3228,0.2534,0.2874
2097,01/06/21 02:00:01 AM,0.3228,0.2534,0.2874
2098,01/06/21 02:30:01 AM,0.3228,0.2532,0.2871
2099,01/06/21 03:00:01 AM,0.3223,0.2532,0.2763
2100,01/06/21 03:30:01 AM,0.3223,0.2532,0.2868
2101,01/06/21 04:00:01 AM,0.3223,0.2532,0.2868
2102,01/06/21 04:30:01 AM,0.3223,0.2528,0.2868
2103,01/06/21 05:00:01 AM,0.3223,0.2528,0.2868
2104,01/06/21 05:30:01 AM,0.3223,0.2528,0.2868
2105,01/06/21 06:00:01 AM,0.3219,0.2528,0.2868
2106,01/06/21 06:30:01 AM,0.3219,0.2528,0.2868
2107,01/06/21 07:00:01 AM,0.3219,0.2528,0.2850
2108,01/06/21 07:30:01 AM,0.3219,0.2528,0.2864
2109,01/06/21 08:00:01 AM,0.3219,0.2528,0.2864
2110,01/06/21 08:30:01 AM,0.3219,0.2524,0.2850
2111,01/06/21 09:00:01 AM,0.3219,0.2524,0.2868
2112,01/06/21 09:30:01 AM,0.3219,0.2524,0.2864
2113,01/06/21 10:00:01 AM,0.3219,0.2524,0.2864
2114,01/06/21 10:30:01 AM,0.3219,0.2528,0.2864
2115,01/06/21 11:00:01 AM,0.3219,0.2528,0.2864
2116,01/06/21 11:30:01 AM,0.3219,0.2524,0.2861
2117,01/06/21 12:00:01 PM,0.3216,0.2524,0.2749
2118,01/06/21 12:30:01 PM,0.3216,0.2524,0.2673
2119,01/06/21 01:00:01 PM,0.3216,0.2524,0.2793
2120,01/06/21 01:30:01 PM,0.3216,0.2524,0.2827
2121,01/06/21 02:00:01 PM,0.3211,0.2520,0.2861
2122,01/06/21 02:30:01 PM,0.3211,0.2520,0.2864
2123,01/06/21 03:00:01 PM,0.3211,0.2520,0.2861
2124,01/06/21 03:30:01 PM,0.3211,0.2520,0.2861
2125,01/06/21 04:00:01 PM,0.3211,0.2520,0.2861
2126,01/06/21 04:30:01 PM,0.3211,0.2520,0.2861
2127,01/06/21 05:00:01 PM,0.3211,0.2516,0.2861
2128,01/06/21 05:30:01 PM,0.3211,0.2516,0.2861
2129,01/06/21 06:00:01 PM,0.3211,0.2516,0.2857
2130,01/06/21 06:30:01 PM,0.3211,0.2516,0.2857
2131,01/06/21 07:00:01 PM,0.3211,0.2516,0.2857
2132,01/06/21 07:30:01 PM,0.3211,0.2516,0.2857
2133,01/06/21 08:00:01 PM,0.3211,0.2516,0.2857
2134,01/06/21 08:30:01 PM,0.3211,0.2516,0.2857
2135,01/06/21 09:00:01 PM,0.3211,0.2694,0.2857
2136,01/06/21 09:30:01 PM,0.3211,0.2701,0.2853
2137,01/06/21 10:00:01 PM,0.3211,0.2705,0.2853
2138,01/06/21 10:30:01 PM,0.3211,0.2705,0.2853
2139,01/06/21 11:00:01 PM,0.3211,0.2705,0.2853
2140,01/06/21 11:30:01 PM,0.3207,0.2708,0.2850
2141,01/07/21 12:00:01 AM,0.3207,0.2708,0.2850
2142,01/07/21 12:30:01 AM,0.3207,0.2712,0.2850
2143,01/07/21 01:00:01 AM,0.3207,0.2712,0.2850
2144,01/07/21 01:30:01 AM,0.3207,0.2712,0.2850
2145,01/07/21 02:00:01 AM,0.3207,0.2712,0.2850
2146,01/07/21 02:30:01 AM,0.3207,0.2715,0.2850
2147,01/07/21 03:00:01 AM,0.3207,0.2715,0.2847
2148,01/07/21 03:30:01 AM,0.3207,0.2715,0.2847
2149,01/07/21 04:00:01 AM,0.3207,0.2715,0.2847
2150,01/07/21 04:30:01 AM,0.3207,0.2715,0.2847
2151,01/07/21 05:00:01 AM,0.3207,0.2715,0.2847
2152,01/07/21 05:30:01 AM,0.3204,0.2715,0.2847
2153,01/07/21 06:00:01 AM,0.3204,0.2715,0.2847
2154,01/07/21 06:30:01 AM,0.3204,0.2715,0.2844
2155,01/07/21 07:00:01 AM,0.3204,0.2715,0.2487
2156,01/07/21 07:30:01 AM,0.3204,0.2715,0.2840
2157,01/07/21 08:00:01 AM,0.3204,0.2715,0.2840
2158,01/07/21 08:30:01 AM,0.3204,0.2715,0.2840
2159,01/07/21 09:00:01 AM,0.3204,0.2715,0.2844
2160,01/07/21 09:30:01 AM,0.3204,0.2715,0.2844
2161,01/07/21 10:00:01 AM,0.3204,0.2715,0.2844
2162,01/07/21 10:30:01 AM,0.3204,0.2715,0.2844
2163,01/07/21 11:00:01 AM,0.3204,0.2715,0.2840
2164,01/07/21 11:30:01 AM,0.3204,0.2715,0.2840
2165,01/07/21 12:00:01 PM,0.3204,0.2715,0.2840
2166,01/07/21 12:30:01 PM,0.3204,0.2715,0.2840
2167,01/07/21 01:00:01 PM,0.3204,0.2715,0.2840
2168,01/07/21 01:30:01 PM,0.3204,0.2715,0.2840
2169,01/07/21 02:00:01 PM,0.3204,0.2715,0.2840
2170,01/07/21 02:30:01 PM,0.3204,0.2715,0.2840
2171,01/07/21 03:00:01 PM,0.3204,0.2715,0.2840
2172,01/07/21 03:30:01 PM,0.3199,0.2715,0.2837
2173,01/07/21 04:00:01 PM,0.3199,0.2712,0.2834
2174,01/07/21 04:30:01 PM,0.3204,0.2712,0.2834
2175,01/07/21 05:00:01 PM,0.3199,0.2712,0.2837
2176,01/07/21 05:30:01 PM,0.3199,0.2712,0.2834
2177,01/07/21 06:00:01 PM,0.3199,0.2712,0.2834
2178,01/07/21 06:30:01 PM,0.3199,0.2712,0.2834
2179,01/07/21 07:00:01 PM,0.3199,0.2712,0.2834
2180,01/07/21 07:30:01 PM,0.3199,0.2712,0.2834
2181,01/07/21 08:00:01 PM,0.3199,0.2712,0.2834
2182,01/07/21 08:30:01 PM,0.3195,0.2712,0.2830
2183,01/07/21 09:00:01 PM,0.3195,0.2712,0.2830
2184,01/07/21 09:30:01 PM,0.3195,0.2712,0.2830
2185,01/07/21 10:00:01 PM,0.3195,0.2712,0.2830
2186,01/07/21 10:30:01 PM,0.3195,0.2708,0.2827
2187,01/07/21 11:00:01 PM,0.3195,0.2708,0.2830
2188,01/07/21 11:30:01 PM,0.3195,0.2708,0.2827
2189,01/08/21 12:00:01 AM,0.3195,0.2708,0.2830
2190,01/08/21 12:30:01 AM,0.3195,0.2708,0.2830
2191,01/08/21 01:00:01 AM,0.3195,0.2708,0.2830
2192,01/08/21 01:30:01 AM,0.3195,0.2708,0.2830
2193,01/08/21 02:00:01 AM,0.3195,0.2708,0.2827
2194,01/08/21 02:30:01 AM,0.3195,0.2708,0.2827
2195,01/08/21 03:00:01 AM,0.3195,0.2708,0.2487
2196,01/08/21 03:30:01 AM,0.3195,0.2708,0.2827
2197,01/08/21 04:00:01 AM,0.3195,0.2708,0.2824
2198,01/08/21 04:30:01 AM,0.3195,0.2708,0.2827
2199,01/08/21 05:00:01 AM,0.3192,0.2708,0.2824
2200,01/08/21 05:30:01 AM,0.3195,0.2708,0.2824
2201,01/08/21 06:00:01 AM,0.3192,0.2708,0.2827
2202,01/08/21 06:30:01 AM,0.3192,0.2708,0.2824
2203,01/08/21 07:00:01 AM,0.3192,0.2708,0.2824
2204,01/08/21 07:30:01 AM,0.3192,0.2705,0.2824
2205,01/08/21 08:00:01 AM,0.3192,0.2705,0.2824
2206,01/08/21 08:30:01 AM,0.3192,0.2705,0.2824
2207,01/08/21 09:00:01 AM,0.3192,0.2705,0.2824
2208,01/08/21 09:30:01 AM,0.3192,0.2708,0.2824
2209,01/08/21 10:00:01 AM,0.3192,0.2705,0.2824
2210,01/08/21 10:30:01 AM,0.3192,0.2708,0.2824
2211,01/08/21 11:00:01 AM,0.3192,0.2705,0.2824
2212,01/08/21 11:30:01 AM,0.3192,0.2708,0.2824
2213,01/08/21 12:00:01 PM,0.3192,0.2705,0.2824
2214,01/08/21 12:30:01 PM,0.3192,0.2708,0.2821
2215,01/08/21 01:00:01 PM,0.3195,0.2708,0.2821
2216,01/08/21 01:30:01 PM,0.3195,0.2712,0.2374
2217,01/08/21 02:00:01 PM,0.3199,0.2715,0.2502
2218,01/08/21 02:30:01 PM,0.3204,0.2722,0.2262
2219,01/08/21 03:00:01 PM,0.3207,0.2722,0.2245
2220,01/08/21 03:30:01 PM,0.3211,0.2726,0.2553
2221,01/08/21 04:00:01 PM,0.3216,0.2726,0.2694
2222,01/08/21 04:30:01 PM,0.3216,0.2726,0.2817
2223,01/08/21 05:00:01 PM,0.3219,0.2726,0.2817
2224,01/08/21 05:30:01 PM,0.3219,0.2729,0.2817
2225,01/08/21 06:00:01 PM,0.3219,0.2729,0.2817
2226,01/08/21 06:30:01 PM,0.3219,0.2729,0.2817
2227,01/08/21 07:00:01 PM,0.3223,0.2729,0.2817
2228,01/08/21 07:30:01 PM,0.3223,0.2729,0.2817
2229,01/08/21 08:00:01 PM,0.3219,0.2729,0.2813
2230,01/08/21 08:30:01 PM,0.3223,0.2729,0.2813
2231,01/08/21 09:00:01 PM,0.3223,0.2729,0.2813
2232,01/08/21 09:30:01 PM,0.3223,0.2729,0.2810
2233,01/08/21 10:00:01 PM,0.3223,0.2729,0.2810
2234,01/08/21 10:30:01 PM,0.3223,0.2729,0.2813
2235,01/08/21 11:00:01 PM,0.3219,0.2726,0.2810
2236,01/08/21 11:30:01 PM,0.3219,0.2729,0.2810
2237,01/09/21 12:00:01 AM,0.3219,0.2729,0.2810
2238,01/09/21 12:30:01 AM,0.3219,0.2729,0.2810
2239,01/09/21 01:00:01 AM,0.3219,0.2726,0.2813
2240,01/09/21 01:30:01 AM,0.3219,0.2726,0.2810
2241,01/09/21 02:00:01 AM,0.3219,0.2726,0.2810
2242,01/09/21 02:30:01 AM,0.3219,0.2726,0.2810
2243,01/09/21 03:00:01 AM,0.3216,0.2726,0.2810
2244,01/09/21 03:30:01 AM,0.3216,0.2726,0.2810
2245,01/09/21 04:00:01 AM,0.3216,0.2726,0.2810
2246,01/09/21 04:30:01 AM,0.3216,0.2726,0.2810
2247,01/09/21 05:00:01 AM,0.3216,0.2726,0.2796
2248,01/09/21 05:30:01 AM,0.3216,0.2722,0.2806
2249,01/09/21 06:00:01 AM,0.3216,0.2722,0.2803
2250,01/09/21 06:30:01 AM,0.3216,0.2722,0.2810
2251,01/09/21 07:00:01 AM,0.3211,0.2722,0.2810
2252,01/09/21 07:30:01 AM,0.3211,0.2722,0.2806
2253,01/09/21 08:00:01 AM,0.3216,0.2722,0.2806
2254,01/09/21 08:30:01 AM,0.3211,0.2719,0.2803
2255,01/09/21 09:00:01 AM,0.3211,0.2719,0.2810
2256,01/09/21 09:30:01 AM,0.3211,0.2719,0.2810
2257,01/09/21 10:00:01 AM,0.3211,0.2722,0.2810
2258,01/09/21 10:30:01 AM,0.3211,0.2722,0.0261
2259,01/09/21 11:00:01 AM,0.3211,0.2719,0.2806
2260,01/09/21 11:30:01 AM,0.3211,0.2719,0.0425
2261,01/09/21 12:00:01 PM,0.3211,0.2719,0.2806
2262,01/09/21 12:30:01 PM,0.3211,0.2719,0.0288
2263,01/09/21 01:00:01 PM,0.3211,0.2715,0.1862
2264,01/09/21 01:30:01 PM,0.3211,0.2715,0.2803
2265,01/09/21 02:00:01 PM,0.3211,0.2715,-0.0693
2266,01/09/21 02:30:01 PM,0.3211,0.2715,0.1025
2267,01/09/21 03:00:01 PM,0.3207,0.2715,-0.0019
2268,01/09/21 03:30:01 PM,0.3207,0.2715,0.1935
2269,01/09/21 04:00:01 PM,0.3207,0.2715,0.2803
2270,01/09/21 04:30:01 PM,0.3207,0.2712,0.2237
2271,01/09/21 05:00:01 PM,0.3207,0.2712,0.2803
2272,01/09/21 05:30:01 PM,0.3207,0.2712,0.2803
2273,01/09/21 06:00:01 PM,0.3204,0.2712,0.2803
2274,01/09/21 06:30:01 PM,0.3204,0.2708,0.2803
2275,01/09/21 07:00:01 PM,0.3204,0.2708,0.2803
2276,01/09/21 07:30:01 PM,0.3204,0.2712,0.2803
2277,01/09/21 08:00:01 PM,0.3204,0.2708,0.2803
2278,01/09/21 08:30:01 PM,0.3204,0.2708,0.2803
2279,01/09/21 09:00:01 PM,0.3204,0.2712,0.2800
2280,01/09/21 09:30:01 PM,0.3204,0.2708,0.2800
2281,01/09/21 10:00:01 PM,0.3204,0.2708,0.2800
2282,01/09/21 10:30:01 PM,0.3204,0.2708,0.2800
2283,01/09/21 11:00:01 PM,0.3204,0.2708,0.2766
2284,01/09/21 11:30:01 PM,0.3204,0.2708,0.2800
2285,01/10/21 12:00:01 AM,0.3199,0.2708,0.2783
2286,01/10/21 12:30:01 AM,0.3199,0.2708,0.2800
2287,01/10/21 01:00:01 AM,0.3199,0.2708,0.2790
2288,01/10/21 01:30:01 AM,0.3199,0.2708,0.2800
2289,01/10/21 02:00:01 AM,0.3199,0.2705,0.2796
2290,01/10/21 02:30:01 AM,0.3199,0.2708,0.2800
2291,01/10/21 03:00:01 AM,0.3199,0.2705,0.2800
2292,01/10/21 03:30:01 AM,0.3199,0.2705,0.2800
2293,01/10/21 04:00:01 AM,0.3199,0.2705,0.2800
2294,01/10/21 04:30:01 AM,0.3199,0.2705,0.2800
2295,01/10/21 05:00:01 AM,0.3199,0.2705,0.2800
2296,01/10/21 05:30:01 AM,0.3199,0.2705,0.2800
2297,01/10/21 06:00:01 AM,0.3199,0.2705,0.2800
2298,01/10/21 06:30:01 AM,0.3195,0.2705,0.2796
2299,01/10/21 07:00:01 AM,0.3195,0.2705,0.2796
2300,01/10/21 07:30:01 AM,0.3195,0.2705,0.2796
2301,01/10/21 08:00:01 AM,0.3195,0.2705,0.2800
2302,01/10/21 08:30:01 AM,0.3195,0.2705,0.2796
2303,01/10/21 09:00:01 AM,0.3195,0.2705,0.2800
2304,01/10/21 09:30:01 AM,0.3195,0.2701,0.2800
2305,01/10/21 10:00:01 AM,0.3195,0.2701,0.2796
2306,01/10/21 10:30:01 AM,0.3195,0.2701,0.2800
2307,01/10/21 11:00:01 AM,0.3195,0.2705,0.2800
2308,01/10/21 11:30:01 AM,0.3195,0.2705,0.2800
2309,01/10/21 12:00:01 PM,0.3195,0.2701,0.2800
2310,01/10/21 12:30:01 PM,0.3195,0.2701,0.2367
2311,01/10/21 01:00:01 PM,0.3192,0.2701,0.2796
2312,01/10/21 01:30:01 PM,0.3195,0.2701,0.2358
2313,01/10/21 02:00:01 PM,0.3195,0.2701,0.2796
2314,01/10/21 02:30:01 PM,0.3195,0.2701,0.2112
2315,01/10/21 03:00:01 PM,0.3195,0.2701,0.2148
2316,01/10/21 03:30:01 PM,0.3192,0.2701,0.2363
2317,01/10/21 04:00:01 PM,0.3192,0.2701,0.2418
2318,01/10/21 04:30:01 PM,0.3192,0.2698,0.2611
2319,01/10/21 05:00:01 PM,0.3192,0.2698,0.2796
2320,01/10/21 05:30:01 PM,0.3192,0.2698,0.2796
2321,01/10/21 06:00:01 PM,0.3187,0.2698,0.2796
2322,01/10/21 06:30:01 PM,0.3192,0.2698,0.2796
