Date,VWC_10cm_RC1SM,VWC_10cm_RCSM2,VWC_10cm_RCSM3,VWC_10cm_RCSM5,VWC_30cm_RC1SM,VWC_30cm_RCSM2,VWC_30cm_RCSM3,VWC_30cm_RCSM5,VWC_1m_RC1SM,VWC_1m_RCSM5,VWC_5cm_RCSM2,VWC_5cm_RCSM3,VWC_20cm_RCSM2,VWC_20cm_RCSM3,VWC_40cm_RCSM2,VWC_40cm_RCSM3,VWC_50cm_RCSM2,VWC_50cm_RCSM3,VWC_60cm_RCSM2,VWC_60cm_RCSM3,VWC_75cm_RCSM2,VWC_75cm_RCSM3,VWC_100cm_RCSM2,VWC_100cm_RCSM3,VWC_45cm_RCSM2b_1,VWC_45cm_RCSM2b_2,VWC_30cm_RCSF2,VWC_30cm_RCSM3_TEMP,VWC_60cm_RCSF2,VWC_70cm_RCSM3_TEMP,WY
3/13/2021,0.287627679,NA,NA,0.370689881,0.296134524,NA,0.340180357,0.360182738,NA,0.423383929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368919643,0.266654762,0.277338988,NA,NA,NA,2021
3/20/2021,0.294458333,NA,NA,0.366383036,0.302539881,NA,0.350299405,0.358283036,NA,0.422265476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382541667,0.282116071,0.287886012,NA,NA,NA,2021
3/27/2021,0.300303869,NA,NA,0.363379762,0.309077679,NA,0.368514286,0.354938988,NA,0.416754464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392434524,0.295449405,0.303697321,NA,NA,NA,2021
4/3/2021,0.304337202,NA,NA,0.361672321,0.312124107,NA,0.36333631,0.352554167,NA,0.413014286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37553869,0.268806548,0.30694494,NA,NA,NA,2021
4/10/2021,0.290587798,NA,NA,0.359445238,0.297458036,NA,0.353723214,0.349944345,NA,0.410557738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338877976,0.236556548,0.297476488,NA,NA,NA,2021
4/17/2021,0.285351786,NA,NA,0.357620238,0.292517262,NA,0.347925,0.349145536,0.297297268,0.4085625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325255952,0.224502976,0.290342857,NA,NA,NA,2021
4/24/2021,0.290133036,NA,NA,0.361782143,0.29824881,NA,0.351443452,0.355286905,0.296944068,0.40949494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332916667,0.242910714,0.290164881,NA,NA,NA,2021
5/1/2021,0.286205723,0.215644951,0.494929936,0.360127928,0.296683133,0.47847557,0.523256535,0.352990691,0.301995268,0.409867267,0.334263844,0.521805732,0.4762443,0.502780255,0.487322476,0.431273885,0.393052117,0.499770701,0.326485342,0.418401274,0.549429967,0.568257962,0.506325733,0.553805732,0.327229167,0.235940476,0.284561747,0.347536909,0.322632353,0.25862776,2021
5/8/2021,0.27871756,0.184285714,0.444446429,0.356862202,0.287872024,0.461047619,0.528098214,0.349239881,0.297064286,0.413905952,0.226092262,0.441053571,0.429160714,0.48960119,0.479080357,0.430392857,0.375955357,0.499705357,0.312699405,0.418845238,0.549738095,0.571327381,0.510988095,0.562008929,0.314190476,0.220755952,0.278327679,0.349005357,0.315174702,0.2545125,2021
5/15/2021,0.273764583,0.177633929,0.445354167,0.364171429,0.286999107,0.445467262,0.529458333,0.355293155,0.293993155,0.425859821,0.200636905,0.457446429,0.403181548,0.490526786,0.470386905,0.432154762,0.362175595,0.501872024,0.305732143,0.421440476,0.547946429,0.575166667,0.512869048,0.579991071,0.304610119,0.212327381,0.277857143,0.351628274,0.304827381,0.262550893,2021
5/22/2021,0.269442262,0.171235119,0.43647619,0.3655875,0.278175595,0.432354167,0.53047619,0.360847024,0.291719643,0.433177381,0.184830357,0.426889881,0.380830357,0.490342262,0.461488095,0.432386905,0.352065476,0.503306548,0.300294643,0.423369048,0.545080357,0.577235119,0.515514881,0.593657738,0.296574405,0.206026786,0.28233006,0.352595238,0.314051786,0.269385119,2021
5/29/2021,0.2639125,0.155184524,0.408720238,0.366411905,0.264771131,0.415869048,0.52808631,0.36170119,0.289160417,0.434383333,0.152800595,0.381196429,0.35775,0.485363095,0.450327381,0.431407738,0.341982143,0.501839286,0.294568452,0.42172619,0.544875,0.5763125,0.518994048,0.579809524,0.288449405,0.200872024,0.283159524,0.350922985,0.312779464,0.291920536,2021
6/5/2021,0.255916071,0.136184524,0.380949405,0.367375,0.239067262,0.394440476,0.523619048,0.360697024,0.285666667,0.431766667,0.138220238,0.356077381,0.331860119,0.477014881,0.439776786,0.428767857,0.32983631,0.498127976,0.289220238,0.418639881,0.540872024,0.571803571,0.521169643,0.564416667,0.275803571,0.194467262,0.279843155,0.346226269,0.3048625,0.286076786,2021
6/12/2021,0.249740179,0.127604167,0.373607143,0.367821726,0.228709821,0.375824405,0.514895833,0.359035714,0.28253631,0.428731845,0.131922619,0.34614881,0.310863095,0.468229167,0.422997024,0.423318452,0.322098214,0.491952381,0.284729167,0.41175,0.536580357,0.564029762,0.522744048,0.554839286,0.263235119,0.189229167,0.275497321,0.342210714,0.296648214,0.27840625,2021
6/19/2021,0.239052381,0.110038806,0.31521131,0.366588988,0.19723869,0.350967164,0.471422619,0.356646726,0.278097024,0.42403869,0.113122388,0.264020833,0.28079403,0.424720238,0.403095522,0.396776786,0.311638806,0.458050595,0.276056716,0.373764881,0.527328358,0.517511905,0.517334328,0.536505952,0.248238095,0.185848214,0.26518244,0.320880655,0.273771131,0.263045238,2021
6/26/2021,0.224121131,0.094592262,0.252821429,0.364319345,0.174716964,0.326264881,0.407970238,0.354383036,0.273260119,0.420096429,0.103113095,0.203130952,0.248752976,0.3668125,0.3856875,0.343479167,0.302779762,0.397598214,0.270544643,0.322119048,0.520130952,0.454005952,0.515330357,0.511104167,0.232514881,0.181184524,0.250808929,0.303888562,0.250245536,0.24629881,2021
7/3/2021,0.202725,0.084035714,0.198791667,0.358324702,0.149440179,0.298613095,0.339160714,0.349658036,0.267673512,0.415155357,0.093345238,0.149574405,0.216610119,0.295574405,0.367452381,0.29033631,0.294160714,0.342032738,0.266699405,0.274991071,0.513199405,0.407235119,0.513077381,0.491083333,0.222289941,0.176201183,NA,0.272025466,NA,0.230940179,2021
7/10/2021,0.1844,0.07738806,0.159928571,0.346566369,0.129591964,0.266964179,0.277741071,0.339807143,0.261805952,0.410519345,0.085280597,0.113455357,0.188507463,0.226541667,0.343373134,0.243383929,0.284710448,0.298666667,0.267728358,0.239491071,0.506949254,0.373729167,0.504134328,0.475071429,NA,NA,NA,0.237349673,NA,0.218445238,2021
7/17/2021,0.175026786,0.074886905,0.142889881,0.340873214,0.121816071,0.242184524,0.234895833,0.333679762,0.255625298,0.406658929,0.084720238,0.100395833,0.174074405,0.192517857,0.322089286,0.208455357,0.278044643,0.266928571,0.263872024,0.218130952,0.501616071,0.351244048,0.50196131,0.461708333,NA,NA,NA,0.223800725,NA,0.209213988,2021
7/24/2021,0.17162619,0.074839286,0.137684524,0.340108333,0.123701786,0.228380952,0.213776786,0.331743452,0.250339583,0.403673214,0.086556548,0.100839286,0.169032738,0.181223214,0.30625,0.187511905,0.268943452,0.246681548,0.2563125,0.205806548,0.494142857,0.335622024,0.491270833,0.450458333,NA,NA,NA,0.22586092,NA,0.203587798,2021
7/31/2021,0.169233929,0.075264881,0.132619048,0.333324107,0.128038095,0.224,0.192422619,0.326892857,0.245197024,0.401005655,0.086770833,0.09677381,0.168785714,0.17041369,0.296315476,0.164110119,0.26185119,0.225827381,0.250583333,0.194630952,0.489434524,0.322443452,0.48502381,0.439005952,NA,NA,NA,0.210902326,NA,0.201002679,2021
8/7/2021,0.166630357,0.073354167,0.126827381,0.324477083,0.122243155,0.217639881,0.175517857,0.321027381,0.238624405,0.398482143,0.085071429,0.091970238,0.166901786,0.159303571,0.285017857,0.147794643,0.255154762,0.206294643,0.244119048,0.183770833,0.482708333,0.308616071,0.470699405,0.426928571,NA,NA,NA,0.209197817,NA,0.1994875,2021
8/14/2021,0.164189286,0.071309524,0.119464286,0.316077381,0.120023512,0.21325,0.163431548,0.314363393,0.231524405,0.396165774,0.083880952,0.085375,0.164556548,0.151220238,0.276616071,0.136044643,0.247270833,0.18821131,0.238404762,0.172520833,0.472907738,0.294958333,0.461770833,0.413360119,NA,NA,NA,0.202431418,NA,0.198411905,2021
8/21/2021,0.162847619,0.07058631,0.10783631,0.308710714,0.117206548,0.207928571,0.154386905,0.3083125,0.227271429,0.393808333,0.082443452,0.066220238,0.162041667,0.144556548,0.267627976,0.126708333,0.239657738,0.173366071,0.232973214,0.161270833,0.463877976,0.28214881,0.457904762,0.399181548,NA,NA,NA,0.201754196,NA,0.19676875,2021
8/28/2021,0.160935417,0.069155224,0.099949405,0.297340774,0.112039286,0.203602985,0.146839286,0.300136905,0.224888988,0.39160744,0.080310448,0.05158631,0.160361194,0.138916667,0.25979403,0.119291667,0.232385075,0.161607143,0.226925373,0.151479167,0.456602985,0.270767857,0.4538,0.385068452,NA,NA,NA,0.196705882,NA,0.194769048,2021
